Rk,Player,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards
374.0,Garrett Hampson,30.0,ARI,NL,0.1,15.0,35.0,27.0,8.0,5.0,0.0,0.0,0.0,0.0,2.0,1.0,7.0,9.0,0.185,0.353,0.185,0.538,56.0,0.269,61.0,5.0,0.0,0.0,1.0,0.0,0.0,4/H65,
375.0,Jace Jung*,24.0,DET,AL,-0.2,11.0,35.0,28.0,5.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,10.0,0.107,0.286,0.107,0.393,21.0,0.215,31.0,3.0,1.0,0.0,0.0,0.0,0.0,5/H,
376.0,Gary Sánchez,32.0,BAL,AL,-0.4,12.0,35.0,30.0,1.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,12.0,0.1,0.2,0.1,0.3,-7.0,0.159,-6.0,3.0,0.0,3.0,0.0,1.0,0.0,2/1DH,
377.0,Dustin Harris*,25.0,TEX,AL,0.4,15.0,34.0,31.0,4.0,7.0,2.0,0.0,1.0,1.0,1.0,1.0,3.0,10.0,0.226,0.294,0.387,0.681,98.0,0.295,97.0,12.0,0.0,0.0,0.0,0.0,0.0,/78H9,
378.0,Tyler Heineman#,34.0,TOR,AL,0.8,12.0,34.0,32.0,6.0,13.0,3.0,0.0,1.0,6.0,1.0,0.0,1.0,7.0,0.406,0.412,0.594,1.006,186.0,0.427,178.0,19.0,0.0,0.0,0.0,1.0,0.0,2/H,
379.0,Sam Huff,27.0,SFG,NL,0.0,12.0,34.0,30.0,2.0,7.0,1.0,0.0,1.0,3.0,0.0,0.0,3.0,12.0,0.233,0.294,0.367,0.661,91.0,0.293,88.0,11.0,1.0,0.0,0.0,1.0,0.0,2,
380.0,Connor Wong,29.0,BOS,AL,-0.1,11.0,34.0,30.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,9.0,0.133,0.235,0.133,0.369,8.0,0.222,25.0,4.0,2.0,1.0,0.0,0.0,0.0,2/HD,
381.0,Austin Barnes,35.0,LAD,NL,-0.1,10.0,33.0,32.0,4.0,8.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,8.0,0.25,0.273,0.313,0.585,68.0,0.26,61.0,10.0,1.0,0.0,0.0,0.0,0.0,/23DH,
382.0,Christian Koss,27.0,SFG,NL,0.1,14.0,33.0,29.0,4.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,8.0,0.207,0.281,0.207,0.488,45.0,0.288,84.0,6.0,0.0,1.0,1.0,0.0,0.0,/4H516,
383.0,Nasim Nuñez#,24.0,WSN,NL,0.1,12.0,33.0,29.0,2.0,5.0,1.0,0.0,0.0,3.0,3.0,0.0,3.0,7.0,0.172,0.25,0.207,0.457,33.0,0.242,29.0,6.0,1.0,0.0,1.0,0.0,0.0,6/4H,
384.0,Chas McCormick,30.0,HOU,AL,0.1,22.0,32.0,25.0,4.0,7.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,10.0,0.28,0.379,0.32,0.699,105.0,0.313,107.0,8.0,1.0,0.0,3.0,0.0,0.0,9/87HD,
385.0,Kevin Newman,31.0,LAA,AL,-0.4,13.0,32.0,31.0,3.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.161,0.161,0.161,0.323,-7.0,0.142,-31.0,5.0,1.0,0.0,1.0,0.0,0.0,/65H4,
386.0,Yohel Pozo,28.0,STL,NL,0.4,9.0,32.0,31.0,4.0,10.0,3.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.323,0.344,0.516,0.86,139.0,0.374,138.0,16.0,1.0,0.0,0.0,0.0,0.0,/2DH,
387.0,Max Schuemann,28.0,ATH,AL,0.1,19.0,32.0,30.0,4.0,7.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,5.0,0.233,0.281,0.367,0.648,84.0,0.276,78.0,11.0,2.0,0.0,0.0,0.0,0.0,5/H46879,
388.0,Orlando Arcia,30.0,ATL,NL,-0.1,10.0,31.0,30.0,1.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,8.0,0.2,0.226,0.233,0.459,29.0,0.239,40.0,7.0,0.0,0.0,0.0,0.0,0.0,6,
389.0,J.C. Escarra*,30.0,NYY,AL,0.0,10.0,30.0,26.0,2.0,5.0,2.0,0.0,1.0,3.0,0.0,0.0,3.0,6.0,0.192,0.3,0.385,0.685,96.0,0.306,95.0,10.0,0.0,1.0,0.0,0.0,0.0,/2H3D,
390.0,DaShawn Keirsey Jr.*,28.0,MIN,AL,-0.7,25.0,29.0,29.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,8.0,0.069,0.069,0.069,0.138,-61.0,0.094,-62.0,2.0,0.0,0.0,0.0,0.0,0.0,H9/7D8,
391.0,Hayden Senger,28.0,NYM,NL,0.2,13.0,29.0,28.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.179,0.207,0.214,0.421,22.0,0.19,12.0,6.0,0.0,0.0,0.0,0.0,0.0,2,
392.0,Francisco Alvarez,23.0,NYM,NL,0.2,6.0,28.0,26.0,1.0,7.0,1.0,0.0,1.0,6.0,0.0,0.0,2.0,9.0,0.269,0.321,0.423,0.745,113.0,0.33,112.0,11.0,0.0,0.0,0.0,0.0,0.0,/2,
393.0,Jorge Mateo,30.0,BAL,AL,-0.5,16.0,28.0,28.0,1.0,4.0,2.0,0.0,0.0,0.0,5.0,1.0,0.0,10.0,0.143,0.143,0.214,0.357,4.0,0.182,-8.0,6.0,1.0,0.0,0.0,0.0,0.0,/64HD18,
394.0,Henry Davis,25.0,PIT,NL,0.2,9.0,27.0,25.0,4.0,4.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,3.0,0.16,0.222,0.28,0.502,40.0,0.297,81.0,7.0,0.0,1.0,0.0,0.0,0.0,/2H,
395.0,Yoán Moncada#,30.0,LAA,AL,0.0,8.0,27.0,21.0,3.0,4.0,2.0,0.0,0.0,4.0,0.0,0.0,6.0,8.0,0.19,0.37,0.286,0.656,91.0,0.306,93.0,6.0,0.0,0.0,0.0,0.0,0.0,/5H,
396.0,Luke Keaschall,22.0,MIN,AL,0.4,7.0,26.0,19.0,4.0,7.0,3.0,0.0,0.0,2.0,5.0,0.0,5.0,2.0,0.368,0.538,0.526,1.065,204.0,0.521,213.0,10.0,0.0,2.0,0.0,0.0,0.0,/D4,
397.0,Jonny DeLuca,26.0,TBR,AL,0.4,9.0,25.0,23.0,4.0,10.0,0.0,1.0,0.0,1.0,4.0,0.0,2.0,4.0,0.435,0.48,0.522,1.002,189.0,0.468,185.0,12.0,0.0,0.0,0.0,0.0,0.0,/8DH,
398.0,Jeff McNeil*,33.0,NYM,NL,0.1,6.0,25.0,22.0,1.0,7.0,0.0,1.0,1.0,4.0,0.0,0.0,2.0,2.0,0.318,0.36,0.545,0.905,157.0,0.366,139.0,12.0,0.0,0.0,0.0,1.0,1.0,/4879,
399.0,Travis Jankowski*,34.0,2TM,AL,-0.3,13.0,25.0,24.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.208,0.24,0.25,0.49,42.0,0.218,32.0,6.0,0.0,0.0,0.0,0.0,0.0,/9H78,
399.0,Travis Jankowski*,34.0,CHW,AL,-0.2,7.0,15.0,14.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.214,0.267,0.214,0.481,42.0,0.219,34.0,3.0,0.0,0.0,0.0,0.0,0.0,/9H8,
399.0,Travis Jankowski*,34.0,TBR,AL,-0.1,6.0,10.0,10.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.2,0.2,0.3,0.5,42.0,0.216,30.0,3.0,0.0,0.0,0.0,0.0,0.0,/79H,
400.0,Eric Haase,32.0,MIL,NL,0.2,12.0,24.0,21.0,5.0,6.0,1.0,0.0,1.0,3.0,0.0,0.0,2.0,8.0,0.286,0.348,0.476,0.824,129.0,0.358,127.0,10.0,0.0,0.0,1.0,0.0,0.0,2,
401.0,Iván Herrera,25.0,STL,NL,0.5,7.0,24.0,21.0,6.0,8.0,2.0,0.0,4.0,11.0,0.0,0.0,3.0,5.0,0.381,0.458,1.048,1.506,310.0,0.609,305.0,22.0,3.0,0.0,0.0,0.0,0.0,/2H,
402.0,Rafael Marchán#,26.0,PHI,NL,-0.1,7.0,24.0,20.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,3.0,0.1,0.25,0.1,0.35,3.0,0.193,8.0,2.0,1.0,0.0,0.0,0.0,0.0,/2,
403.0,Casey Schmitt,26.0,SFG,NL,0.1,8.0,24.0,23.0,1.0,4.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,9.0,0.174,0.208,0.261,0.469,36.0,0.249,57.0,6.0,0.0,1.0,0.0,0.0,0.0,/3H4D,
404.0,Jose Siri,29.0,NYM,NL,-0.2,10.0,24.0,20.0,5.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,4.0,8.0,0.05,0.208,0.1,0.308,-7.0,0.19,-2.0,2.0,0.0,0.0,0.0,0.0,0.0,/8H,
405.0,Riley Adams,29.0,WSN,NL,-0.1,8.0,22.0,22.0,2.0,4.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,11.0,0.182,0.182,0.364,0.545,51.0,0.233,40.0,8.0,1.0,0.0,0.0,0.0,0.0,/2H,
406.0,Nick Fortes,28.0,MIA,NL,0.3,7.0,22.0,20.0,1.0,6.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,5.0,0.3,0.333,0.5,0.833,125.0,0.36,123.0,10.0,1.0,1.0,1.0,0.0,0.0,/2,
407.0,Tomás Nido,31.0,DET,AL,0.0,6.0,22.0,20.0,2.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,0.35,0.381,0.35,0.731,115.0,0.334,119.0,7.0,1.0,1.0,1.0,0.0,0.0,/2,
408.0,Jhonny Pereda,29.0,ATH,AL,0.1,8.0,22.0,20.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,7.0,0.2,0.273,0.25,0.523,52.0,0.238,45.0,5.0,0.0,0.0,0.0,0.0,0.0,/21H,
409.0,Jake Rogers,30.0,DET,AL,0.4,6.0,22.0,18.0,3.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,5.0,0.222,0.364,0.333,0.697,105.0,0.321,108.0,6.0,0.0,0.0,0.0,0.0,0.0,/2,
410.0,Bobby Dalbec,30.0,CHW,AL,0.1,7.0,21.0,18.0,2.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,6.0,0.222,0.333,0.278,0.611,81.0,0.282,80.0,5.0,1.0,0.0,0.0,0.0,0.0,/36H5,
411.0,Davis Schneider,26.0,TOR,AL,0.1,10.0,21.0,15.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,8.0,0.067,0.333,0.067,0.4,25.0,0.284,79.0,1.0,1.0,1.0,0.0,0.0,0.0,/7H4,
412.0,Aaron Schunk,27.0,COL,NL,0.0,7.0,21.0,20.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.25,0.25,0.3,0.55,49.0,0.245,34.0,6.0,1.0,0.0,1.0,0.0,0.0,/6H,
413.0,Stuart Fairchild,29.0,ATL,NL,-0.4,11.0,20.0,20.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7.0,0.05,0.05,0.15,0.2,-47.0,0.138,-41.0,3.0,1.0,0.0,0.0,0.0,0.0,/9HD,
414.0,Manuel Margot,30.0,DET,AL,0.0,6.0,20.0,19.0,1.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,0.316,0.3,0.316,0.616,80.0,0.265,67.0,6.0,0.0,0.0,0.0,1.0,0.0,/9H,
415.0,Austin Slater,32.0,CHW,AL,0.0,8.0,20.0,20.0,2.0,5.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.25,0.25,0.5,0.75,111.0,0.32,107.0,10.0,0.0,0.0,0.0,0.0,0.0,/9HD,
416.0,Chris Taylor,34.0,LAD,NL,-0.1,20.0,20.0,20.0,3.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,8.0,0.2,0.2,0.2,0.4,15.0,0.151,2.0,4.0,1.0,0.0,0.0,0.0,0.0,7/H84,
417.0,Alan Trejo,29.0,COL,NL,-0.3,6.0,20.0,19.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.211,0.211,0.316,0.526,41.0,0.228,22.0,6.0,2.0,0.0,1.0,0.0,0.0,/6,
418.0,Pablo Reyes,31.0,NYY,AL,-0.1,12.0,19.0,17.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,6.0,0.176,0.263,0.176,0.44,30.0,0.228,29.0,3.0,0.0,0.0,0.0,0.0,0.0,/H945D,
419.0,Ronny Simón#,25.0,MIA,NL,-0.1,6.0,19.0,16.0,3.0,4.0,2.0,0.0,0.0,2.0,0.0,0.0,3.0,2.0,0.25,0.368,0.375,0.743,105.0,0.339,106.0,6.0,0.0,0.0,0.0,0.0,0.0,/7D,
420.0,Will Wilson,26.0,CLE,AL,-0.1,8.0,19.0,16.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.188,0.316,0.188,0.503,51.0,0.247,53.0,3.0,0.0,1.0,0.0,0.0,0.0,/54H1,
421.0,Kody Clemens*,29.0,2TM,2LG,0.0,12.0,19.0,18.0,2.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,3.0,0.111,0.158,0.333,0.491,34.0,0.213,22.0,6.0,0.0,0.0,0.0,0.0,0.0,/H4739D,
421.0,Kody Clemens*,29.0,PHI,NL,-0.1,7.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.143,0.0,0.143,-55.0,0.1,-58.0,0.0,0.0,0.0,0.0,0.0,0.0,/H47D,
421.0,Kody Clemens*,29.0,MIN,AL,0.1,5.0,12.0,12.0,2.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,0.167,0.167,0.5,0.667,80.0,0.278,71.0,6.0,0.0,0.0,0.0,0.0,0.0,/4H379,
422.0,Colton Cowser*,25.0,BAL,AL,0.0,4.0,18.0,16.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,6.0,0.125,0.222,0.313,0.535,56.0,0.244,56.0,5.0,0.0,1.0,0.0,0.0,0.0,/7,
423.0,Blake Sabol*,27.0,BOS,AL,-0.2,8.0,18.0,16.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,7.0,0.125,0.167,0.188,0.354,0.0,0.158,-16.0,3.0,1.0,0.0,0.0,1.0,0.0,/2DH,
424.0,Korey Lee,26.0,CHW,AL,0.2,9.0,17.0,15.0,3.0,5.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,0.333,0.412,0.467,0.878,155.0,0.383,153.0,7.0,0.0,0.0,0.0,0.0,0.0,/2HD,
425.0,Michael Siani*,25.0,STL,NL,-0.3,18.0,17.0,16.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.25,0.294,0.25,0.544,56.0,0.255,53.0,4.0,0.0,0.0,0.0,0.0,0.0,8/H,
426.0,Daulton Varsho*,28.0,TOR,AL,0.3,5.0,17.0,14.0,3.0,3.0,0.0,0.0,2.0,3.0,1.0,0.0,3.0,7.0,0.214,0.353,0.643,0.996,179.0,0.418,170.0,9.0,0.0,0.0,0.0,0.0,1.0,/8H,
427.0,Gage Workman*,25.0,2TM,2LG,-0.3,12.0,17.0,16.0,0.0,3.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,7.0,0.188,0.235,0.25,0.485,39.0,0.231,30.0,4.0,0.0,0.0,0.0,0.0,0.0,/56HD,
427.0,Gage Workman*,25.0,CHC,NL,-0.2,9.0,15.0,14.0,0.0,3.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,6.0,0.214,0.267,0.286,0.552,58.0,0.262,50.0,4.0,0.0,0.0,0.0,0.0,0.0,/56DH,
427.0,Gage Workman*,25.0,CHW,AL,-0.1,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-100.0,0.0,-123.0,0.0,0.0,0.0,0.0,0.0,0.0,/56H,
428.0,Jorge Barrosa#,24.0,ARI,NL,-0.1,5.0,16.0,15.0,1.0,3.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0,0.2,0.188,0.333,0.521,42.0,0.214,22.0,5.0,0.0,0.0,0.0,1.0,0.0,/87DH,
429.0,Tyler Freeman,26.0,COL,NL,-0.4,7.0,16.0,11.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,3.0,0.091,0.313,0.091,0.403,17.0,0.251,32.0,1.0,1.0,2.0,0.0,1.0,0.0,/4HD,
430.0,Tirso Ornelas*,25.0,SDP,NL,-0.3,7.0,16.0,14.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.071,0.188,0.071,0.259,-23.0,0.144,-26.0,1.0,1.0,0.0,0.0,0.0,0.0,/7H8D,
431.0,Jurickson Profar#,32.0,ATL,NL,-0.3,4.0,16.0,15.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.2,0.25,0.2,0.45,28.0,0.214,22.0,3.0,0.0,0.0,0.0,0.0,0.0,/7,
432.0,Ezequiel Durán,26.0,TEX,AL,-0.3,7.0,15.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,-100.0,0.0,-124.0,0.0,0.0,0.0,0.0,1.0,0.0,/51346H,
433.0,Dylan Carlson#,26.0,BAL,AL,-0.1,9.0,14.0,12.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,6.0,0.0,0.071,0.0,0.071,-76.0,0.049,-86.0,0.0,0.0,0.0,0.0,1.0,0.0,/7H89,
434.0,Nicky Lopez*,30.0,2TM,2LG,-0.2,9.0,14.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.071,0.0,0.071,-77.0,0.05,-92.0,0.0,1.0,0.0,0.0,0.0,0.0,/56H147D,
434.0,Nicky Lopez*,30.0,LAA,AL,-0.1,4.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-100.0,0.0,-131.0,0.0,0.0,0.0,0.0,0.0,0.0,/5167,
434.0,Nicky Lopez*,30.0,CHC,NL,-0.1,5.0,8.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.125,0.0,0.125,-60.0,0.088,-64.0,0.0,1.0,0.0,0.0,0.0,0.0,/5H46D,
435.0,José Azócar,29.0,NYM,NL,0.1,5.0,13.0,13.0,3.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.385,0.385,0.385,0.769,123.0,0.342,120.0,5.0,0.0,0.0,0.0,0.0,0.0,/78H9,
436.0,Matt Gorski,27.0,PIT,NL,-0.2,5.0,13.0,13.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.154,0.154,0.385,0.538,45.0,0.227,32.0,5.0,1.0,0.0,0.0,0.0,0.0,/3H7,
437.0,Mike Tauchman*,34.0,CHW,AL,0.2,3.0,12.0,10.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.4,0.5,0.4,0.9,166.0,0.415,176.0,4.0,0.0,0.0,0.0,0.0,0.0,/9,
438.0,David Villar,28.0,SFG,NL,0.0,3.0,11.0,9.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.222,0.364,0.333,0.697,105.0,0.325,110.0,3.0,1.0,0.0,0.0,0.0,0.0,/35,
439.0,Nick Ahmed,35.0,TEX,AL,0.1,5.0,10.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.1,0.0,0.1,-67.0,0.185,-6.0,0.0,1.0,0.0,0.0,0.0,0.0,/6,
440.0,Jacob Hurtubise*,27.0,CIN,NL,0.0,9.0,10.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.143,0.4,0.143,0.543,58.0,0.307,84.0,1.0,0.0,2.0,0.0,0.0,0.0,/H79,
441.0,Connor Joe,32.0,SDP,NL,-0.2,7.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.1,0.0,0.1,-69.0,0.07,-79.0,0.0,0.0,0.0,0.0,0.0,0.0,/H378D,
442.0,Coco Montes,28.0,TBR,AL,0.1,5.0,10.0,10.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.2,0.2,0.2,0.4,16.0,0.18,4.0,2.0,0.0,0.0,0.0,0.0,0.0,/457,
443.0,Omar Narváez*,33.0,CHW,AL,0.1,4.0,10.0,7.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,0.286,0.4,0.286,0.686,104.0,0.308,98.0,2.0,0.0,0.0,0.0,1.0,0.0,/2,
444.0,Gustavo Campero#,27.0,LAA,AL,0.1,3.0,9.0,8.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.25,0.333,0.25,0.583,70.0,0.294,64.0,2.0,0.0,0.0,0.0,0.0,0.0,/79H,
445.0,J.D. Davis,32.0,LAA,AL,-0.2,5.0,9.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.111,0.111,0.111,0.222,-36.0,0.1,-57.0,1.0,0.0,0.0,0.0,0.0,0.0,/3H5,
446.0,Emmanuel Rivera,29.0,BAL,AL,0.0,3.0,9.0,8.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.25,0.333,0.25,0.583,76.0,0.277,80.0,2.0,0.0,0.0,0.0,0.0,0.0,/53,
447.0,Samad Taylor,26.0,SEA,AL,-0.1,3.0,9.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.125,0.125,0.125,0.25,-24.0,0.1,-62.0,1.0,0.0,0.0,1.0,0.0,0.0,/98,
448.0,Braxton Fulford,26.0,COL,NL,-0.1,4.0,8.0,8.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.125,0.125,0.5,0.625,60.0,0.256,45.0,4.0,0.0,0.0,0.0,0.0,0.0,/2H,
449.0,Tyler Stephenson,28.0,CIN,NL,0.1,2.0,8.0,7.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.286,0.375,0.571,0.946,156.0,0.403,153.0,4.0,0.0,0.0,0.0,0.0,0.0,/2D,
450.0,Cal Stevenson*,28.0,PHI,NL,-0.2,5.0,8.0,8.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.25,0.25,0.25,0.5,41.0,0.215,23.0,2.0,0.0,0.0,0.0,0.0,0.0,/8H,
451.0,Rob Brantly*,35.0,MIA,NL,0.0,3.0,7.0,7.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.429,0.429,0.429,0.857,136.0,0.375,133.0,3.0,0.0,0.0,0.0,0.0,0.0,/2,
452.0,Vidal Bruján#,27.0,CHC,NL,-0.1,8.0,7.0,7.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.286,0.286,0.429,0.714,101.0,0.259,88.0,3.0,0.0,0.0,0.0,0.0,0.0,/H579D,
453.0,Tsung-Che Cheng*,23.0,PIT,NL,0.0,3.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,-100.0,0.058,-36.0,0.0,0.0,0.0,0.0,0.0,0.0,/64,
454.0,Owen Miller,28.0,COL,NL,0.1,3.0,7.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.2,0.429,0.2,0.629,79.0,0.33,99.0,1.0,0.0,0.0,0.0,0.0,0.0,/4,
455.0,Eddie Rosario*,33.0,2TM,NL,0.0,3.0,7.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.143,0.143,0.143,0.286,-18.0,0.13,-35.0,1.0,0.0,0.0,0.0,0.0,0.0,/D9,
455.0,Eddie Rosario*,33.0,LAD,NL,0.0,2.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.5,44.0,0.227,37.0,1.0,0.0,0.0,0.0,0.0,0.0,/D,
455.0,Eddie Rosario*,33.0,ATL,NL,0.1,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-100.0,0.0,-132.0,0.0,0.0,0.0,0.0,0.0,0.0,/9,
456.0,Jonathan Ornelas,25.0,TEX,AL,0.0,4.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.167,0.0,0.167,-45.0,0.115,-40.0,0.0,0.0,0.0,0.0,0.0,0.0,/64,
457.0,Chadwick Tromp,30.0,ATL,NL,-0.2,2.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.167,0.0,0.167,-48.0,0.117,-46.0,0.0,1.0,0.0,0.0,0.0,0.0,/2,
458.0,Tyler Callihan*,25.0,CIN,NL,0.0,3.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.2,0.2,0.2,0.4,11.0,0.182,-5.0,1.0,0.0,0.0,0.0,0.0,0.0,/74,
459.0,Daz Cameron,28.0,MIL,NL,-0.1,4.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.2,0.0,0.2,-38.0,0.14,-30.0,0.0,0.0,0.0,0.0,0.0,0.0,/9H,
460.0,Mason McCoy,30.0,SDP,NL,-0.2,4.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,-100.0,0.0,-130.0,0.0,0.0,0.0,0.0,0.0,0.0,/H4D,
461.0,Johnathan Rodríguez,25.0,CLE,AL,-0.1,4.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,-100.0,0.0,-128.0,0.0,0.0,0.0,0.0,0.0,0.0,/7HD,
462.0,Rhylan Thomas*,25.0,SEA,AL,0.1,1.0,5.0,4.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.25,0.2,0.5,0.7,102.0,0.433,200.0,2.0,0.0,0.0,0.0,1.0,0.0,/9,
463.0,Tyler Tolbert,27.0,KCR,AL,0.1,13.0,5.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,-100.0,0.305,-124.0,0.0,0.0,0.0,0.0,0.0,0.0,H/789D4,
