Name,DATE,Team,Home/Away,OPP,AB,R,H,2B,3B,HR,RBI,Walks,HBP,BA,OBP,SLG,OPS,SB,CS,GDP,1B,HRR,TB,Season
Jeon Jun-woo,03/25/2025,Lotte,,SSG,3,0,1,0,0,0,0,0,0,0.333,0.333,0.333,0.667,0,0,0,1,1,1,2025
Kang Seung-ho,03/25/2025,Doosan,,KT,4,0,3,0,0,0,0,0,0,0.75,0.75,0.75,1.5,0,1,0,3,3,3,2025
Hwang Seong-bin,03/25/2025,Lotte,,SSG,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Park Dong-won,03/25/2025,LG,,Hanwha,4,0,1,0,0,0,1,0,0,0.25,0.25,0.25,0.5,0,0,0,1,2,1,2025
Park Min-woo,03/25/2025,NC,,Samsung,3,1,1,0,0,0,0,1,0,0.333,0.5,0.333,0.833,0,0,0,1,2,1,2025
Son Ah-seop,03/25/2025,NC,,Samsung,4,1,3,0,0,0,0,0,0,0.75,0.75,0.75,1.5,0,0,0,3,4,3,2025
Matthew Davidson,03/25/2025,NC,,Samsung,4,0,1,0,0,0,1,0,0,0.25,0.25,0.25,0.5,0,0,0,1,2,1,2025
Park Hae-min,03/25/2025,LG,,Hanwha,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Jake Cave,03/25/2025,Doosan,,KT,3,0,2,1,0,0,1,1,0,0.667,0.75,1.0,1.75,0,0,0,1,3,3,2025
Shin Min-jae,03/25/2025,LG,,Hanwha,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,2025
Kim Tae-yean,03/25/2025,Hanwha,,LG,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Chae Eun-seong,03/25/2025,Hanwha,,LG,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Moon Sung-Ju,03/25/2025,LG,,Hanwha,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Lewin Díaz,03/25/2025,Samsung,,NC,4,0,0,0,0,0,0,1,0,0.0,0.2,0.0,0.2,0,0,1,0,0,0,2025
Park Byung-ho,03/25/2025,Samsung,,NC,3,2,1,0,0,1,1,2,0,0.333,0.6,1.333,1.933,0,0,0,0,4,4,2025
Roh Si-Hwan,03/25/2025,Hanwha,,LG,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Ha Jae-hoon,03/25/2025,SSG,,Lotte,4,1,1,0,0,1,1,0,0,0.25,0.25,1.0,1.25,0,0,0,0,3,4,2025
Kim Young-woong,03/25/2025,Samsung,,NC,4,2,3,0,0,1,4,0,0,0.75,0.75,1.5,2.25,0,0,0,2,9,6,2025
Jang Sung-woo,03/26/2025,KT,,Doosan,4,1,1,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0,0,0,1,2,1,2025
Ruben Cardenas,03/26/2025,Kiwoom,,Kia,4,2,2,0,0,1,4,2,0,0.5,0.667,1.25,1.917,0,0,0,1,8,5,2025
Kim Ju-won,03/26/2025,NC,,Samsung,4,1,1,0,0,0,1,0,0,0.25,0.25,0.25,0.5,0,0,0,1,3,1,2025
Son Ah-seop,03/26/2025,NC,,Samsung,3,2,2,0,1,0,0,1,0,0.667,0.75,1.333,2.083,0,0,0,1,4,4,2025
Lee Hyung-jong,03/26/2025,Kiwoom,,Kia,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Kwon Hui-dong,03/26/2025,NC,,Samsung,2,0,2,0,0,0,0,2,1,1.0,1.0,1.0,2.0,0,0,0,2,2,2,2025
Matthew Davidson,03/26/2025,NC,,Samsung,5,2,3,2,0,1,3,0,0,0.6,0.6,1.6,2.2,0,0,1,0,8,8,2025
Moon Hyun-bin,03/26/2025,Unknown,,LG,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Park Min-woo,03/26/2025,NC,,Samsung,3,1,1,0,0,0,0,0,0,0.333,0.333,0.333,0.667,2,0,0,1,2,1,2025
Cheon Seong-ho,03/26/2025,KT,,Doosan,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Kim Min-hyuck,03/26/2025,KT,,Doosan,4,0,2,0,0,0,0,0,0,0.5,0.5,0.5,1.0,0,0,0,2,2,2,2025
Yoon Dong-hee,03/26/2025,Lotte,,SSG,3,0,1,0,0,0,0,1,0,0.333,0.5,0.333,0.833,0,0,0,1,1,1,2025
Han Yoo-seom,03/26/2025,SSG,,Lotte,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Moon Sung-Ju,03/26/2025,LG,,Hanwha,4,0,3,0,0,0,2,0,0,0.75,0.75,0.75,1.5,0,0,0,3,5,3,2025
Kim Hyun-soo,03/26/2025,LG,,Hanwha,1,0,0,0,0,0,0,2,0,0.0,0.667,0.0,0.667,0,0,0,0,0,0,2025
Park Dong-won,03/26/2025,LG,,Hanwha,3,0,1,0,0,0,0,1,0,0.333,0.5,0.333,0.833,0,0,0,1,1,1,2025
Hong Chang-ki,03/26/2025,LG,,Hanwha,3,0,0,0,0,0,0,1,1,0.0,0.4,0.0,0.4,0,0,0,0,0,0,2025
Park Kun-woo,03/26/2025,NC,,Samsung,5,1,2,2,0,0,1,0,0,0.4,0.4,0.8,1.2,0,0,0,0,4,4,2025
Ha Jae-hoon,03/26/2025,SSG,,Lotte,3,0,1,0,0,0,1,1,0,0.333,0.5,0.333,0.833,0,0,0,1,2,1,2025
Shin Min-jae,03/26/2025,LG,,Hanwha,3,2,2,0,0,0,1,1,0,0.667,0.75,0.667,1.417,2,0,0,2,5,2,2025
Austin Dean,03/26/2025,LG,,Hanwha,4,0,1,0,0,0,0,1,0,0.25,0.4,0.25,0.65,0,0,0,1,1,1,2025
Choi Ji-Hoon,03/26/2025,SSG,,Lotte,4,1,1,0,0,1,1,0,0,0.25,0.25,1.0,1.25,0,0,0,0,3,4,2025
Hwang Seong-bin,03/26/2025,Lotte,,SSG,4,0,2,0,0,0,0,0,0,0.5,0.5,0.5,1.0,1,0,0,2,2,2,2025
Sang-su Kim,03/26/2025,KT,,Doosan,3,1,2,1,0,0,0,1,0,0.667,0.75,1.0,1.75,0,0,0,1,3,3,2025
Jung Hoon,03/26/2025,Lotte,,SSG,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Park Ji-hwan,03/26/2025,SSG,,Lotte,2,0,1,0,0,0,1,0,0,0.5,0.5,0.5,1.0,0,0,0,1,2,1,2025
Guillermo Heredia,03/26/2025,SSG,,Lotte,3,0,0,0,0,0,0,1,0,0.0,0.25,0.0,0.25,0,0,0,0,0,0,2025
Na Seung-yeup,03/26/2025,Lotte,,SSG,3,0,1,0,0,0,0,0,0,0.333,0.333,0.333,0.667,0,0,0,1,1,1,2025
Moon Bo-gyeong,03/26/2025,LG,,Hanwha,3,1,1,0,0,1,1,2,0,0.333,0.6,1.333,1.933,0,0,1,0,3,4,2025
Son Ho-young,03/26/2025,Lotte,,SSG,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,2025
Víctor Reyes,03/26/2025,Lotte,,SSG,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,2025
Kang Baek-ho,03/26/2025,KT,,Doosan,5,0,1,0,0,0,0,0,0,0.2,0.2,0.2,0.4,0,0,0,1,1,1,2025
Jeon Jun-woo,03/26/2025,Lotte,,SSG,3,1,1,0,0,0,0,0,0,0.333,0.333,0.333,0.667,0,0,0,1,2,1,2025
Park Hae-min,03/26/2025,LG,,Hanwha,4,1,2,1,0,0,0,0,0,0.5,0.5,0.75,1.25,0,0,0,1,3,3,2025
Mel Rojas Jr.,03/26/2025,KT,,Doosan,4,0,1,1,0,0,0,0,0,0.25,0.25,0.5,0.75,0,0,0,0,1,2,2025
Yang Suk-Hwan,03/26/2025,Doosan,,KT,4,0,1,0,0,0,1,0,0,0.25,0.25,0.25,0.5,0,0,0,1,2,1,2025
Ryu Ji-hyuk,03/26/2025,Samsung,,NC,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Lee Woo-sung,03/26/2025,Kia,,Kiwoom,5,0,1,0,0,0,1,0,0,0.2,0.2,0.2,0.4,0,0,0,1,2,1,2025
Jung Soo-bin,03/26/2025,Doosan,,KT,4,0,1,1,0,0,0,0,0,0.25,0.25,0.5,0.75,0,0,0,0,1,2,2025
Na Sung-bum,03/26/2025,Kia,,Kiwoom,3,0,1,0,0,0,3,2,0,0.333,0.6,0.333,0.933,0,0,0,1,4,1,2025
Kim Ji-chan,03/26/2025,Samsung,,NC,4,2,1,0,0,0,0,0,1,0.25,0.4,0.25,0.65,0,0,0,1,3,1,2025
Kim Young-woong,03/26/2025,Samsung,,NC,4,1,1,1,0,0,0,0,0,0.25,0.25,0.5,0.75,0,0,0,0,2,2,2025
Estevan Florial,03/26/2025,Hanwha,,LG,3,0,0,0,0,0,0,1,0,0.0,0.25,0.0,0.25,0,0,0,0,0,0,2025
Heo Kyoung-Min,03/26/2025,Doosan,,Doosan,4,0,1,0,0,0,1,0,0,0.25,0.25,0.25,0.5,0,0,0,1,2,1,2025
Yang Eui-ji,03/26/2025,Doosan,,KT,4,0,2,0,0,0,1,0,0,0.5,0.5,0.5,1.0,0,0,0,2,3,2,2025
Roh Si-Hwan,03/26/2025,Hanwha,,LG,3,0,1,0,0,0,0,0,0,0.333,0.333,0.333,0.667,0,0,1,1,1,1,2025
Jake Cave,03/26/2025,Doosan,,KT,4,1,2,1,0,0,1,0,0,0.5,0.5,0.75,1.25,0,0,0,1,4,3,2025
Kim Jae-hwan,03/26/2025,Doosan,,KT,4,0,1,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0,0,0,1,1,1,2025
Song Sung-mun,03/26/2025,Kiwoom,,Kia,5,2,2,0,0,0,2,1,0,0.4,0.5,0.4,0.9,0,0,0,2,6,2,2025
Kang Min-ho,03/26/2025,Samsung,,NC,4,0,1,0,0,0,2,0,0,0.25,0.25,0.25,0.5,0,0,0,1,3,1,2025
Park Byung-ho,03/26/2025,Samsung,,NC,4,1,1,0,0,1,2,0,0,0.25,0.25,1.0,1.25,0,0,0,0,4,4,2025
Kim Tae-yean,03/26/2025,Hanwha,,LG,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Lewin Díaz,03/26/2025,Samsung,,NC,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Chae Eun-seong,03/26/2025,Hanwha,,LG,3,0,1,1,0,0,0,0,0,0.333,0.333,0.667,1.0,0,0,0,0,1,2,2025
Yasiel Puig,03/26/2025,Kiwoom,,Kia,5,2,2,0,0,0,1,0,0,0.4,0.4,0.4,0.8,0,0,0,2,5,2,2025
Kim Sun-bin,03/26/2025,Kia,,Kiwoom,5,0,0,0,0,0,0,1,0,0.0,0.167,0.0,0.167,0,0,0,0,0,0,2025
Lee Jae-hyeon,03/26/2025,Samsung,,NC,2,2,0,0,0,0,0,1,1,0.0,0.5,0.0,0.5,0,0,0,0,2,0,2025
Choi Hyoung-woo,03/26/2025,Kia,,Kiwoom,4,1,2,1,0,0,2,1,0,0.5,0.6,0.75,1.35,0,0,0,1,5,3,2025
Choi Won-jun,03/26/2025,Kia,,Kiwoom,4,1,1,0,0,0,0,1,0,0.25,0.4,0.25,0.65,1,0,0,1,2,1,2025
Patrick Wisdom,03/26/2025,Kia,,Kiwoom,2,2,1,1,0,0,0,2,0,0.5,0.75,1.0,1.75,0,0,0,0,3,2,2025
Kang Seung-ho,03/26/2025,Doosan,,KT,4,1,1,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0,0,0,1,2,1,2025
Koo Ja-wook,03/26/2025,Samsung,,NC,4,0,2,1,0,0,2,0,0,0.5,0.5,0.75,1.25,0,0,0,1,4,3,2025
Choi Won-jun,03/27/2025,Kia,,Kiwoom,3,0,1,0,0,0,0,1,0,0.333,0.5,0.333,0.833,0,0,0,1,1,1,2025
Austin Dean,03/27/2025,LG,,Hanwha,3,1,1,0,0,0,0,1,0,0.333,0.5,0.333,0.833,0,0,0,1,2,1,2025
Moon Hyun-bin,03/27/2025,Unknown,,LG,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Hong Chang-ki,03/27/2025,LG,,Hanwha,4,0,1,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0,0,0,1,1,1,2025
Yang Suk-Hwan,03/27/2025,Doosan,,KT,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Kang-nam Yoo,03/27/2025,Lotte,,SSG,1,0,1,0,0,0,0,0,0,1.0,1.0,1.0,2.0,0,0,0,1,1,1,2025
Park Kun-woo,03/27/2025,NC,,Samsung,5,0,2,0,0,0,0,0,0,0.4,0.4,0.4,0.8,0,0,0,2,2,2,2025
Choi Hyoung-woo,03/27/2025,Kia,,Kiwoom,3,1,0,0,0,0,0,1,0,0.0,0.25,0.0,0.25,0,0,1,0,1,0,2025
Moon Bo-gyeong,03/27/2025,LG,,Hanwha,4,1,1,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0,0,0,1,2,1,2025
Kim Hyun-soo,03/27/2025,LG,,Hanwha,4,0,1,0,0,0,2,0,0,0.25,0.25,0.25,0.5,0,0,0,1,3,1,2025
Chae Eun-seong,03/27/2025,Hanwha,,LG,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Choi In-ho,03/27/2025,Hanwha,,LG,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,2025
Park Hae-min,03/27/2025,LG,,Hanwha,2,0,0,0,0,0,0,1,0,0.0,0.333,0.0,0.333,0,0,0,0,0,0,2025
Hwang Seong-bin,03/27/2025,Lotte,,SSG,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Jake Cave,03/27/2025,Doosan,,KT,4,0,1,1,0,0,0,0,1,0.25,0.4,0.5,0.9,1,0,0,0,1,2,2025
Park Ji-hwan,03/27/2025,SSG,,Lotte,4,0,1,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0,0,0,1,1,1,2025
Kim Ji-chan,03/27/2025,Samsung,,NC,3,1,1,1,0,0,0,2,0,0.333,0.6,0.667,1.267,0,0,0,0,2,2,2025
Matthew Davidson,03/27/2025,NC,,Samsung,3,0,0,0,0,0,3,1,0,0.0,0.25,0.0,0.25,0,0,1,0,3,0,2025
Patrick Wisdom,03/27/2025,Kia,,Kiwoom,4,0,0,0,0,0,0,1,0,0.0,0.2,0.0,0.2,0,0,0,0,0,0,2025
An Chi-Hong,03/27/2025,Hanwha,,LG,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Jeon Jun-woo,03/27/2025,Lotte,,SSG,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Kim Tae-yean,03/27/2025,Hanwha,,LG,3,1,0,0,0,0,0,1,0,0.0,0.25,0.0,0.25,0,0,0,0,1,0,2025
Moon Sung-Ju,03/27/2025,LG,,Hanwha,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,2025
Kwon Hui-dong,03/27/2025,NC,,Samsung,4,4,3,0,0,1,1,2,0,0.75,0.833,1.5,2.333,0,0,0,2,8,6,2025
Roh Si-Hwan,03/27/2025,Hanwha,,LG,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Jung Hoon,03/27/2025,Lotte,,SSG,2,0,0,0,0,0,0,2,0,0.0,0.5,0.0,0.5,0,0,0,0,0,0,2025
Park Byung-ho,03/27/2025,Samsung,,NC,3,0,0,0,0,0,0,1,0,0.0,0.25,0.0,0.25,0,0,0,0,0,0,2025
Heo Kyoung-Min,03/27/2025,Doosan,,Doosan,4,1,2,0,0,0,0,0,0,0.5,0.5,0.5,1.0,0,0,0,2,3,2,2025
Park Dong-won,03/27/2025,LG,,Hanwha,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Estevan Florial,03/27/2025,Hanwha,,LG,3,0,1,0,0,0,1,1,0,0.333,0.5,0.333,0.833,0,0,0,1,2,1,2025
Han Yoo-seom,03/27/2025,SSG,,Lotte,4,0,2,0,0,0,1,0,0,0.5,0.5,0.5,1.0,0,0,0,2,3,2,2025
Ryu Ji-hyuk,03/27/2025,Samsung,,NC,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Kim Seong-yoon,03/27/2025,Samsung,,NC,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Na Sung-bum,03/27/2025,Kia,,Kiwoom,3,1,1,0,0,1,2,2,0,0.333,0.6,1.333,1.933,0,0,0,0,4,4,2025
Sang-su Kim,03/27/2025,KT,,Doosan,3,0,1,0,0,0,0,0,0,0.333,0.333,0.333,0.667,0,0,0,1,1,1,2025
Jang Sung-woo,03/27/2025,KT,,Doosan,4,0,1,0,0,0,1,0,0,0.25,0.25,0.25,0.5,0,0,0,1,2,1,2025
Kim Jae-hwan,03/27/2025,Doosan,,KT,4,1,2,0,0,1,1,0,1,0.5,0.6,1.25,1.85,0,0,0,1,4,5,2025
Víctor Reyes,03/27/2025,Lotte,,SSG,3,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,2025
Kim Young-woong,03/27/2025,Samsung,,NC,2,0,0,0,0,0,1,1,0,0.0,0.333,0.0,0.333,0,0,0,0,1,0,2025
Cheon Seong-ho,03/27/2025,KT,,Doosan,3,0,1,0,0,0,2,0,0,0.333,0.333,0.333,0.667,0,0,0,1,3,1,2025
Guillermo Heredia,03/27/2025,SSG,,Lotte,4,0,2,0,0,0,2,0,0,0.5,0.5,0.5,1.0,0,0,0,2,4,2,2025
Song Sung-mun,03/27/2025,Kiwoom,,Kia,4,1,0,0,0,0,0,1,0,0.0,0.2,0.0,0.2,0,0,0,0,1,0,2025
Choi Ji-Hoon,03/27/2025,SSG,,Lotte,4,1,2,1,0,0,1,1,0,0.5,0.6,0.75,1.35,0,0,0,1,4,3,2025
Lee Hyung-jong,03/27/2025,Kiwoom,,Kia,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Eo Joon-seo,03/27/2025,Kiwoom,,Kia,2,0,1,0,0,0,1,0,0,0.5,0.5,0.5,1.0,0,0,0,1,2,1,2025
Lee Jae-hyeon,03/27/2025,Samsung,,NC,4,2,2,1,0,1,1,1,0,0.5,0.6,1.5,2.1,0,0,0,0,5,6,2025
Kang Seung-ho,03/27/2025,Doosan,,KT,5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Ruben Cardenas,03/27/2025,Kiwoom,,Kia,2,1,0,0,0,0,1,2,0,0.0,0.5,0.0,0.5,0,0,0,0,2,0,2025
Yasiel Puig,03/27/2025,Kiwoom,,Kia,4,1,1,0,0,0,0,1,0,0.25,0.4,0.25,0.65,0,0,0,1,2,1,2025
Yoon Dong-hee,03/27/2025,Lotte,,SSG,1,1,0,0,0,0,0,3,0,0.0,0.75,0.0,0.75,0,0,0,0,1,0,2025
Ha Jae-hoon,03/27/2025,SSG,,Lotte,4,0,1,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0,0,0,1,1,1,2025
Kang Baek-ho,03/27/2025,KT,,Doosan,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Shin Min-jae,03/27/2025,LG,,Hanwha,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Kim Sun-bin,03/27/2025,Kia,,Kiwoom,4,1,3,1,0,0,0,1,0,0.75,0.8,1.0,1.8,0,0,0,2,4,4,2025
Na Seung-yeup,03/27/2025,Lotte,,SSG,3,0,0,0,0,0,0,0,1,0.0,0.25,0.0,0.25,0,0,0,0,0,0,2025
Koo Ja-wook,03/27/2025,Samsung,,NC,4,1,0,0,0,0,0,1,0,0.0,0.2,0.0,0.2,0,0,0,0,1,0,2025
Lewin Díaz,03/27/2025,Samsung,,NC,4,1,1,1,0,0,0,0,0,0.25,0.25,0.5,0.75,0,0,0,0,2,2,2025
Son Ho-young,03/27/2025,Lotte,,SSG,3,0,0,0,0,0,0,0,1,0.0,0.25,0.0,0.25,0,0,0,0,0,0,2025
Jung Soo-bin,03/27/2025,Doosan,,KT,3,0,2,0,0,0,0,0,1,0.667,0.75,0.667,1.417,0,1,0,2,2,2,2025
Lee Woo-sung,03/27/2025,Kia,,Kiwoom,3,0,0,0,0,0,0,1,0,0.0,0.25,0.0,0.25,0,0,0,0,0,0,2025
Son Ah-seop,03/27/2025,NC,,Samsung,6,0,3,0,0,0,2,0,0,0.5,0.5,0.5,1.0,0,0,0,3,5,3,2025
Kim Ju-won,03/27/2025,NC,,Samsung,4,3,4,1,0,0,4,1,0,1.0,1.0,1.25,2.25,1,0,0,3,11,5,2025
Kim Min-hyuck,03/27/2025,KT,,Doosan,2,1,1,0,0,0,0,0,2,0.5,0.75,0.5,1.25,1,0,0,1,2,1,2025
Mel Rojas Jr.,03/27/2025,KT,,Doosan,2,1,0,0,0,0,0,2,0,0.0,0.5,0.0,0.5,0,0,0,0,1,0,2025
Yang Eui-ji,03/27/2025,Doosan,,KT,3,1,0,0,0,0,0,1,0,0.0,0.25,0.0,0.25,0,0,0,0,1,0,2025
Kang-nam Yoo,03/28/2025,Lotte,,KT,2,0,1,0,0,0,0,0,0,0.5,0.5,0.5,1.0,0,0,0,1,1,1,2025
Son Ho-young,03/28/2025,Lotte,,KT,3,0,0,0,0,0,0,1,0,0.0,0.25,0.0,0.25,0,0,0,0,0,0,2025
Na Seung-yeup,03/28/2025,Lotte,,KT,4,0,1,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0,0,0,1,1,1,2025
Choi In-ho,03/28/2025,Hanwha,,Kia,3,0,0,0,0,0,1,0,1,0.0,0.25,0.0,0.25,0,0,0,0,1,0,2025
Lee Jae-hyeon,03/28/2025,Samsung,,Doosan,4,0,1,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0,0,0,1,1,1,2025
Kang Seung-ho,03/28/2025,Doosan,,Samsung,3,0,1,0,1,0,2,0,0,0.333,0.333,1.0,1.333,0,0,0,0,3,3,2025
Han Yoo-seom,03/28/2025,SSG,,Kiwoom,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Kim Young-woong,03/28/2025,Samsung,,Doosan,3,0,1,0,0,0,0,0,0,0.333,0.333,0.333,0.667,0,0,1,1,1,1,2025
Kim Ji-chan,03/28/2025,Samsung,,Doosan,4,0,2,0,0,0,0,0,0,0.5,0.5,0.5,1.0,0,0,0,2,2,2,2025
Yang Eui-ji,03/28/2025,Doosan,,Samsung,2,0,0,0,0,0,0,1,0,0.0,0.333,0.0,0.333,0,0,0,0,0,0,2025
Víctor Reyes,03/28/2025,Lotte,,KT,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Jeon Jun-woo,03/28/2025,Lotte,,KT,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Kwon Hui-dong,03/28/2025,NC,,LG,0,1,0,0,0,0,0,0,1,0.0,1.0,0.0,1.0,0,0,0,0,1,0,2025
Kim Jae-hwan,03/28/2025,Doosan,,Samsung,3,1,1,0,0,0,0,0,0,0.333,0.333,0.333,0.667,0,0,0,1,2,1,2025
Jung Soo-bin,03/28/2025,Doosan,,Samsung,3,1,1,0,0,0,0,0,0,0.333,0.333,0.333,0.667,0,0,0,1,2,1,2025
Estevan Florial,03/28/2025,Hanwha,,Kia,3,0,1,1,0,0,2,1,0,0.333,0.5,0.667,1.167,1,0,0,0,3,2,2025
Heo Kyoung-Min,03/28/2025,Doosan,,Lotte,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Jung Hoon,03/28/2025,Lotte,,KT,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Yang Suk-Hwan,03/28/2025,Doosan,,Samsung,3,0,1,0,0,0,0,0,0,0.333,0.333,0.333,0.667,0,0,0,1,1,1,2025
Kim Ju-won,03/28/2025,NC,,LG,4,0,0,0,0,0,0,1,0,0.0,0.2,0.0,0.2,0,0,0,0,0,0,2025
Ha Jae-hoon,03/28/2025,SSG,,Kiwoom,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Sang-su Kim,03/28/2025,KT,,Lotte,2,0,1,1,0,0,1,2,0,0.5,0.75,1.0,1.75,0,0,0,0,2,2,2025
Austin Dean,03/28/2025,LG,,NC,3,1,1,0,0,1,1,2,0,0.333,0.6,1.333,1.933,0,0,0,0,3,4,2025
Choi Ji-Hoon,03/28/2025,SSG,,Kiwoom,3,1,1,0,0,0,0,0,0,0.333,0.333,0.333,0.667,0,0,0,1,2,1,2025
Park Kun-woo,03/28/2025,NC,,LG,3,1,1,0,0,0,0,1,0,0.333,0.5,0.333,0.833,0,0,0,1,2,1,2025
Shin Min-jae,03/28/2025,LG,,NC,4,0,2,0,0,0,3,1,0,0.5,0.6,0.5,1.1,0,0,0,2,5,2,2025
Choi Won-jun,03/28/2025,Kia,,Hanwha,3,0,2,0,0,0,0,0,0,0.667,0.667,0.667,1.333,0,0,0,2,2,2,2025
Lewin Díaz,03/28/2025,Samsung,,Doosan,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Moon Hyun-bin,03/28/2025,Unknown,,Kia,0,1,0,0,0,0,0,1,0,0.0,1.0,0.0,1.0,0,0,0,0,1,0,2025
Mel Rojas Jr.,03/28/2025,KT,,Lotte,3,0,0,0,0,0,0,1,0,0.0,0.25,0.0,0.25,0,0,0,0,0,0,2025
Kim Sun-bin,03/28/2025,Kia,,Hanwha,3,0,1,0,0,0,0,0,0,0.333,0.333,0.333,0.667,0,0,0,1,1,1,2025
Son Ah-seop,03/28/2025,NC,,LG,4,0,2,1,0,0,2,1,0,0.5,0.6,0.75,1.35,0,0,0,1,4,3,2025
Ryu Ji-hyuk,03/28/2025,Samsung,,Doosan,2,0,1,0,0,0,0,1,0,0.5,0.667,0.5,1.167,0,0,0,1,1,1,2025
Kim Min-hyuck,03/28/2025,KT,,Lotte,4,0,2,0,0,0,0,0,0,0.5,0.5,0.5,1.0,0,0,0,2,2,2,2025
Koo Ja-wook,03/28/2025,Samsung,,Doosan,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Lee Woo-sung,03/28/2025,Kia,,Hanwha,3,0,1,0,0,0,0,0,0,0.333,0.333,0.333,0.667,0,0,0,1,1,1,2025
Guillermo Heredia,03/28/2025,SSG,,Kiwoom,3,0,1,0,0,0,1,0,0,0.333,0.333,0.333,0.667,0,0,0,1,2,1,2025
Kang Baek-ho,03/28/2025,KT,,Lotte,5,0,1,0,0,0,0,0,0,0.2,0.2,0.2,0.4,0,0,0,1,1,1,2025
