Player,Team,Match Up,Game Date,Season,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
Cecilia Zandalasini,GSV,GSV @ LVA,06/06/2026,2026.0,L,16,4,2,5,40.0,0,2,0.0,0,0,0.0,0,1,1,0,1,0,1,0,-2
Marine Fauthoux,NYL,NYL vs. IND,06/06/2026,2026.0,W,5,0,0,2,0.0,0,2,0.0,0,0,0.0,0,2,2,0,0,0,0,1,-5
Brianna Turner,LVA,LVA vs. GSV,06/06/2026,2026.0,W,9,0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,1,-5
Kierstan Bell,LVA,LVA vs. GSV,06/06/2026,2026.0,W,7,0,0,3,0.0,0,2,0.0,0,0,0.0,0,0,0,0,0,0,0,0,-6
Taylor Thierry,SEA,SEA @ MIN,06/06/2026,2026.0,L,2,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,-2
Taina Mair,SEA,SEA @ MIN,06/06/2026,2026.0,L,2,0,0,2,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,-2
Makayla Timpson,IND,IND @ NYL,06/06/2026,2026.0,L,3,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,-1
Rori Harmon,WAS,WAS @ ATL,06/06/2026,2026.0,L,2,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0
Kaitlyn Chen,GSV,GSV @ LVA,06/06/2026,2026.0,L,6,0,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,1,-1
Betnijah Laney-Hamilton,NYL,NYL vs. IND,06/06/2026,2026.0,W,12,2,1,5,20.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,1,1,-2
Zia Cooke,SEA,SEA @ MIN,06/06/2026,2026.0,L,9,4,1,4,25.0,1,2,50.0,1,2,50.0,1,1,2,0,0,0,1,1,-16
Michaela Onyenwere,WAS,WAS @ ATL,06/06/2026,2026.0,L,21,4,1,3,33.3,0,2,0.0,2,2,100.0,0,0,0,0,0,0,1,4,-17
Aaliyah Nye,ATL,ATL vs. WAS,06/06/2026,2026.0,W,5,3,1,3,33.3,1,2,50.0,0,0,0.0,0,0,0,0,0,0,0,0,7
Katie Lou Samuelson,SEA,SEA @ MIN,06/06/2026,2026.0,L,18,0,0,4,0.0,0,2,0.0,0,0,0.0,0,2,2,0,1,0,0,0,-5
Cassandre Prosper,WAS,WAS @ ATL,06/06/2026,2026.0,L,11,4,2,2,100.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,1,-12
Georgia Amoore,WAS,WAS @ ATL,06/06/2026,2026.0,L,22,0,0,1,0.0,0,1,0.0,0,0,0.0,0,2,2,1,1,0,1,3,-9
Alicia Florez,WAS,WAS @ ATL,06/06/2026,2026.0,L,20,2,1,7,14.3,0,2,0.0,0,2,0.0,1,1,2,0,1,0,4,2,-29
Indya Nivar,ATL,ATL vs. WAS,06/06/2026,2026.0,W,8,2,1,3,33.3,0,0,0.0,0,3,0.0,1,1,2,0,1,0,0,4,-2
Tiffany Hayes,GSV,GSV @ LVA,06/06/2026,2026.0,L,16,5,2,7,28.6,1,3,33.3,0,2,0.0,0,3,3,3,1,0,2,4,1
Kaila Charles,GSV,GSV @ LVA,06/06/2026,2026.0,L,20,5,2,5,40.0,1,1,100.0,0,0,0.0,2,4,6,3,0,0,1,1,4
Gabby Williams,GSV,GSV @ LVA,06/06/2026,2026.0,L,28,27,10,17,58.8,3,7,42.9,4,5,80.0,0,6,6,1,2,0,1,2,-13
Veronica Burton,GSV,GSV @ LVA,06/06/2026,2026.0,L,34,15,5,16,31.3,1,8,12.5,4,6,66.7,2,3,5,3,0,0,1,3,-4
Monique Billings,IND,IND @ NYL,06/06/2026,2026.0,L,35,15,6,7,85.7,1,2,50.0,2,6,33.3,3,5,8,1,0,1,1,3,0
Courtney Williams,MIN,MIN vs. SEA,06/06/2026,2026.0,W,27,11,5,13,38.5,1,3,33.3,0,0,0.0,0,5,5,7,2,0,2,1,17
Chelsea Gray,LVA,LVA vs. GSV,06/06/2026,2026.0,W,36,12,4,10,40.0,2,7,28.6,2,3,66.7,1,5,6,6,2,0,4,3,3
Sonia Citron,WAS,WAS @ ATL,06/06/2026,2026.0,L,29,18,5,10,50.0,2,4,50.0,6,7,85.7,0,2,2,6,1,0,2,2,-24
Nia Coffey,MIN,MIN vs. SEA,06/06/2026,2026.0,W,27,6,2,6,33.3,2,6,33.3,0,0,0.0,2,6,8,5,3,2,1,1,9
Kelsey Mitchell,IND,IND @ NYL,06/06/2026,2026.0,L,32,21,7,21,33.3,2,8,25.0,5,7,71.4,2,5,7,2,0,0,4,3,-8
Natisha Hiedeman,SEA,SEA @ MIN,06/06/2026,2026.0,L,26,14,4,10,40.0,3,9,33.3,3,3,100.0,1,3,4,5,3,0,4,0,-12
Aliyah Boston,IND,IND @ NYL,06/06/2026,2026.0,L,29,13,6,15,40.0,1,3,33.3,0,0,0.0,2,7,9,1,1,3,4,5,-14
Olivia Miles,MIN,MIN vs. SEA,06/06/2026,2026.0,W,33,19,9,14,64.3,1,3,33.3,0,1,0.0,3,3,6,6,1,0,1,3,19
Kiki Iriafen,WAS,WAS @ ATL,06/06/2026,2026.0,L,27,24,8,15,53.3,1,3,33.3,7,10,70.0,0,3,3,3,1,1,2,3,-20
Rhyne Howard,ATL,ATL vs. WAS,06/06/2026,2026.0,W,21,19,6,11,54.5,4,7,57.1,3,3,100.0,0,0,0,3,6,1,2,4,18
Jackie Young,LVA,LVA vs. GSV,06/06/2026,2026.0,W,36,27,8,15,53.3,6,8,75.0,5,5,100.0,1,4,5,5,0,0,1,3,13
Natasha Howard,MIN,MIN vs. SEA,06/06/2026,2026.0,W,30,27,12,16,75.0,0,1,0.0,3,4,75.0,4,1,5,1,3,2,2,2,22
Angel Reese,ATL,ATL vs. WAS,06/06/2026,2026.0,W,25,18,4,9,44.4,0,0,0.0,10,10,100.0,7,10,17,0,4,1,3,3,25
A'ja Wilson,LVA,LVA vs. GSV,06/06/2026,2026.0,W,35,28,9,17,52.9,2,4,50.0,8,8,100.0,2,12,14,3,0,0,2,3,12
Lexie Hull,IND,IND @ NYL,06/06/2026,2026.0,L,19,5,2,2,100.0,1,1,100.0,0,0,0.0,1,5,6,1,1,0,0,1,5
Breanna Stewart,NYL,NYL vs. IND,06/06/2026,2026.0,W,33,30,6,15,40.0,0,2,0.0,18,21,85.7,4,4,8,2,4,0,2,1,17
Jonquel Jones,NYL,NYL vs. IND,06/06/2026,2026.0,W,28,8,2,6,33.3,0,1,0.0,4,7,57.1,2,10,12,4,0,1,1,4,7
Caitlin Clark,IND,IND @ NYL,06/06/2026,2026.0,L,34,10,4,14,28.6,2,6,33.3,0,0,0.0,0,7,7,9,0,1,3,5,3
Shakira Austin,WAS,WAS @ ATL,06/06/2026,2026.0,L,22,7,3,9,33.3,1,2,50.0,0,0,0.0,5,0,5,4,0,3,3,3,-29
Naz Hillmon,ATL,ATL vs. WAS,06/06/2026,2026.0,W,25,6,2,6,33.3,2,4,50.0,0,0,0.0,2,4,6,1,1,1,0,3,24
Angela Dugalic,WAS,WAS @ ATL,06/06/2026,2026.0,L,14,5,2,3,66.7,1,1,100.0,0,0,0.0,1,8,9,1,0,0,1,1,-9
Stephanie Talbot,LVA,LVA vs. GSV,06/06/2026,2026.0,W,19,6,2,7,28.6,2,6,33.3,0,0,0.0,0,0,0,4,0,2,1,2,-11
Jewell Loyd,LVA,LVA vs. GSV,06/06/2026,2026.0,W,28,5,2,4,50.0,1,3,33.3,0,0,0.0,0,5,5,3,1,0,1,4,2
Allisha Gray,ATL,ATL vs. WAS,06/06/2026,2026.0,W,25,15,1,4,25.0,1,2,50.0,12,15,80.0,0,1,1,5,0,0,1,2,14
Isobel Borlase,ATL,ATL vs. WAS,06/06/2026,2026.0,W,23,9,3,5,60.0,1,2,50.0,2,2,100.0,0,2,2,2,2,0,1,1,27
Leonie Fiebich,NYL,NYL vs. IND,06/06/2026,2026.0,W,30,4,1,7,14.3,0,3,0.0,2,2,100.0,2,2,4,2,3,1,1,2,15
Janelle Salaun,GSV,GSV @ LVA,06/06/2026,2026.0,L,28,11,4,12,33.3,3,8,37.5,0,0,0.0,1,2,3,2,0,0,1,2,-2
Satou Sabally,NYL,NYL vs. IND,06/06/2026,2026.0,W,22,13,5,11,45.5,0,4,0.0,3,4,75.0,1,4,5,1,0,0,2,3,10
Madina Okot,ATL,ATL vs. WAS,06/06/2026,2026.0,W,18,11,5,9,55.6,0,1,0.0,1,2,50.0,1,4,5,0,1,0,3,4,9
Jordin Canada,ATL,ATL vs. WAS,06/06/2026,2026.0,W,25,11,4,6,66.7,1,1,100.0,2,3,66.7,0,2,2,5,0,0,0,0,19
Sika Kone,ATL,ATL vs. WAS,06/06/2026,2026.0,W,12,9,3,6,50.0,1,3,33.3,2,3,66.7,5,1,6,2,1,0,1,3,6
Pauline Astier,NYL,NYL vs. IND,06/06/2026,2026.0,W,24,12,4,6,66.7,0,0,0.0,4,4,100.0,0,3,3,3,1,0,1,3,8
Jade Melbourne,SEA,SEA @ MIN,06/06/2026,2026.0,L,20,14,4,7,57.1,1,3,33.3,5,5,100.0,2,2,4,0,0,1,2,2,-6
Flau'jae Johnson,SEA,SEA @ MIN,06/06/2026,2026.0,L,26,10,4,15,26.7,2,7,28.6,0,0,0.0,1,5,6,2,1,0,3,1,-4
Kayla Thornton,GSV,GSV @ LVA,06/06/2026,2026.0,L,35,10,2,7,28.6,2,5,40.0,4,4,100.0,4,5,9,1,0,0,1,4,3
Kayla McBride,MIN,MIN vs. SEA,06/06/2026,2026.0,W,23,11,3,12,25.0,2,8,25.0,3,3,100.0,0,2,2,3,1,0,1,1,18
Megan Gustafson,PDX,PDX vs. PHX,06/05/2026,2026.0,L,22,7,3,5,60.0,1,2,50.0,0,0,0.0,0,2,2,0,0,0,1,0,-15
Charlisse Leger-Walker,CON,CON @ CHI,06/05/2026,2026.0,L,8,4,2,4,50.0,0,2,0.0,0,0,0.0,0,0,0,1,1,0,0,1,8
Leila Lacan,CON,CON @ CHI,06/05/2026,2026.0,L,34,3,1,8,12.5,0,3,0.0,1,2,50.0,0,1,1,2,1,0,3,6,-5
Alanna Smith,DAL,DAL @ LAS,06/05/2026,2026.0,W,16,4,2,4,50.0,0,2,0.0,0,0,0.0,0,2,2,0,0,1,2,0,-2
Frieda Buhner,PDX,PDX vs. PHX,06/05/2026,2026.0,L,15,5,1,5,20.0,0,1,0.0,3,3,100.0,1,3,4,0,0,0,2,0,12
Aziaha James,DAL,DAL @ LAS,06/05/2026,2026.0,W,10,3,1,4,25.0,0,2,0.0,1,3,33.3,0,1,1,3,1,0,0,4,5
Raegan Beers,CON,CON @ CHI,06/05/2026,2026.0,L,6,5,2,3,66.7,0,0,0.0,1,1,100.0,2,2,4,2,0,1,2,0,3
Nell Angloma,CON,CON @ CHI,06/05/2026,2026.0,L,17,6,2,4,50.0,0,0,0.0,2,2,100.0,1,0,1,0,2,0,1,0,9
Luisa Geiselsoder,PDX,PDX vs. PHX,06/05/2026,2026.0,L,18,5,1,4,25.0,1,4,25.0,2,2,100.0,0,3,3,3,0,0,3,5,9
Lexi Held,PHX,PHX @ PDX,06/05/2026,2026.0,W,20,8,1,5,20.0,1,2,50.0,5,5,100.0,0,1,1,3,0,0,1,2,-7
Emily Engstler,PDX,PDX vs. PHX,06/05/2026,2026.0,L,17,3,1,5,20.0,0,2,0.0,1,2,50.0,2,3,5,1,0,2,2,2,-19
Kate Martin,LAS,LAS vs. DAL,06/05/2026,2026.0,L,3,5,2,2,100.0,1,1,100.0,0,1,0.0,0,0,0,0,0,0,1,0,-4
Bridget Carleton,PDX,PDX vs. PHX,06/05/2026,2026.0,L,27,6,2,9,22.2,0,4,0.0,2,2,100.0,1,3,4,2,1,0,4,1,-17
Quionche Carter,PHX,PHX @ PDX,06/05/2026,2026.0,W,9,2,1,1,100.0,0,0,0.0,0,1,0.0,3,0,3,0,1,0,2,3,-6
Alysha Clark,DAL,DAL @ LAS,06/05/2026,2026.0,W,2,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,-2
Olivia Nelson-Ododa,CON,CON @ CHI,06/05/2026,2026.0,L,10,2,1,3,33.3,0,0,0.0,0,0,0.0,2,1,3,0,0,0,0,4,3
Hailey Van Lith,CON,CON @ CHI,06/05/2026,2026.0,L,6,4,1,1,100.0,0,0,0.0,2,2,100.0,1,0,1,0,0,0,1,0,-11
Sydney Taylor,CHI,CHI vs. CON,06/05/2026,2026.0,W,13,4,2,5,40.0,0,1,0.0,0,0,0.0,0,1,1,0,0,0,4,3,-17
Valeriane Ayayi,PHX,PHX @ PDX,06/05/2026,2026.0,W,4,2,0,1,0.0,0,0,0.0,2,2,100.0,2,0,2,0,0,0,2,0,-5
Saylor Poffenbarger,CHI,CHI vs. CON,06/05/2026,2026.0,W,6,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,0,0,-2
Gianna Kneepkens,CON,CON @ CHI,06/05/2026,2026.0,L,8,2,0,1,0.0,0,0,0.0,2,3,66.7,0,0,0,0,0,0,0,0,-6
Nyadiew Puoch,PDX,PDX vs. PHX,06/05/2026,2026.0,L,13,0,0,4,0.0,0,1,0.0,0,0,0.0,1,0,1,0,0,0,0,1,2
Ashlon Jackson,CON,CON @ CHI,06/05/2026,2026.0,L,1,0,0,1,0.0,0,1,0.0,0,0,0.0,0,1,1,0,0,0,0,1,-3
Kyara Linskens,PHX,PHX @ PDX,06/05/2026,2026.0,W,6,0,0,3,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,1,-4
Odyssey Sims,DAL,DAL @ LAS,06/05/2026,2026.0,W,5,0,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,1,0,3
Marta Suarez,PHX,PHX @ PDX,06/05/2026,2026.0,W,11,0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,1,0,0,2,4,-2
Chance Gray,LAS,LAS vs. DAL,06/05/2026,2026.0,L,5,0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,1,-2
Rae Burrell,LAS,LAS vs. DAL,06/05/2026,2026.0,L,18,3,1,5,20.0,0,3,0.0,1,2,50.0,0,2,2,4,2,1,2,0,-2
Jacy Sheldon,CHI,CHI vs. CON,06/05/2026,2026.0,W,27,5,2,2,100.0,0,0,0.0,1,1,100.0,0,1,1,2,2,1,0,3,14
Karlie Samuelson,PDX,PDX vs. PHX,06/05/2026,2026.0,L,19,13,4,5,80.0,4,5,80.0,1,1,100.0,0,3,3,1,1,0,0,1,11
Carla Leite,PDX,PDX vs. PHX,06/05/2026,2026.0,L,24,7,2,6,33.3,1,2,50.0,2,3,66.7,1,1,2,4,1,0,3,4,-19
Natasha Mack,PHX,PHX @ PDX,06/05/2026,2026.0,W,29,16,7,11,63.6,0,0,0.0,2,2,100.0,0,4,4,2,1,1,1,2,14
Arike Ogunbowale,DAL,DAL @ LAS,06/05/2026,2026.0,W,34,30,10,21,47.6,6,11,54.5,4,5,80.0,3,3,6,6,0,0,3,3,6
Jessica Shepard,DAL,DAL @ LAS,06/05/2026,2026.0,W,38,22,9,13,69.2,0,0,0.0,4,6,66.7,6,9,15,5,2,0,4,0,10
DeWanna Bonner,PHX,PHX @ PDX,06/05/2026,2026.0,W,34,19,6,15,40.0,3,8,37.5,4,4,100.0,1,4,5,5,2,3,1,1,12
Paige Bueckers,DAL,DAL @ LAS,06/05/2026,2026.0,W,36,18,7,14,50.0,1,4,25.0,3,4,75.0,1,2,3,14,1,0,1,4,5
Kelsey Plum,LAS,LAS vs. DAL,06/05/2026,2026.0,L,33,27,10,16,62.5,1,6,16.7,6,8,75.0,0,2,2,6,0,0,5,2,-7
Teja Oblak,PDX,PDX vs. PHX,06/05/2026,2026.0,L,16,11,4,4,100.0,1,1,100.0,2,2,100.0,1,0,1,4,0,0,4,2,13
Skylar Diggins,CHI,CHI vs. CON,06/05/2026,2026.0,W,32,24,6,16,37.5,2,3,66.7,10,11,90.9,1,2,3,4,1,0,2,1,10
Aneesah Morrow,CON,CON @ CHI,06/05/2026,2026.0,L,32,8,3,14,21.4,2,5,40.0,0,0,0.0,4,13,17,3,1,1,1,2,-8
Maddy Siegrist,DAL,DAL @ LAS,06/05/2026,2026.0,W,24,16,7,10,70.0,2,2,100.0,0,0,0.0,2,2,4,0,4,1,1,3,10
Nneka Ogwumike,LAS,LAS vs. DAL,06/05/2026,2026.0,L,35,13,6,8,75.0,1,2,50.0,0,0,0.0,2,8,10,5,1,0,0,1,-8
Ariel Atkins,LAS,LAS vs. DAL,06/05/2026,2026.0,L,28,16,6,12,50.0,4,7,57.1,0,0,0.0,2,3,5,3,1,0,2,5,-1
Azura Stevens,CHI,CHI vs. CON,06/05/2026,2026.0,W,20,13,5,13,38.5,1,5,20.0,2,3,66.7,3,7,10,1,1,0,0,4,4
Sarah Ashlee Barker,PDX,PDX vs. PHX,06/05/2026,2026.0,L,29,15,6,10,60.0,2,4,50.0,1,2,50.0,1,6,7,3,0,0,1,3,-7
Brittney Griner,CON,CON @ CHI,06/05/2026,2026.0,L,29,16,6,8,75.0,0,0,0.0,4,6,66.7,2,6,8,5,0,3,2,3,-8
Monique Akoa Makani,PHX,PHX @ PDX,06/05/2026,2026.0,W,31,11,4,8,50.0,1,1,100.0,2,2,100.0,0,4,4,2,3,1,2,3,9
Dearica Hamby,LAS,LAS vs. DAL,06/05/2026,2026.0,L,30,15,6,8,75.0,0,0,0.0,3,4,75.0,2,3,5,1,0,0,0,2,-4
Kamilla Cardoso,CHI,CHI vs. CON,06/05/2026,2026.0,W,33,10,5,10,50.0,0,0,0.0,0,1,0.0,2,6,8,3,0,2,2,3,9
Cameron Brink,LAS,LAS vs. DAL,06/05/2026,2026.0,L,15,10,3,7,42.9,1,4,25.0,3,4,75.0,1,4,5,0,0,1,3,4,-4
Rachel Banham,CHI,CHI vs. CON,06/05/2026,2026.0,W,22,6,2,7,28.6,1,5,20.0,1,1,100.0,0,2,2,3,0,3,1,4,4
Erica Wheeler,LAS,LAS vs. DAL,06/05/2026,2026.0,L,33,7,2,8,25.0,1,4,25.0,2,2,100.0,1,0,1,6,1,0,4,1,-8
Azzi Fudd,DAL,DAL @ LAS,06/05/2026,2026.0,W,35,11,5,10,50.0,1,4,25.0,0,0,0.0,1,0,1,2,2,0,0,3,5
Noemie Brochant,PHX,PHX @ PDX,06/05/2026,2026.0,W,28,11,4,6,66.7,2,2,100.0,1,2,50.0,0,2,2,2,1,0,1,1,9
Jovana Nogic,PHX,PHX @ PDX,06/05/2026,2026.0,W,30,9,3,11,27.3,0,7,0.0,3,4,75.0,1,1,2,6,2,0,0,2,10
Elizabeth Williams,CHI,CHI vs. CON,06/05/2026,2026.0,W,21,10,5,8,62.5,0,0,0.0,0,2,0.0,1,2,3,3,2,1,0,1,-2
Diamond Miller,CON,CON @ CHI,06/05/2026,2026.0,L,28,16,6,15,40.0,1,5,20.0,3,3,100.0,2,1,3,3,0,0,2,2,-4
Natasha Cloud,CHI,CHI vs. CON,06/05/2026,2026.0,W,26,13,4,6,66.7,2,2,100.0,3,3,100.0,0,0,0,5,2,0,3,3,5
Saniya Rivers,CON,CON @ CHI,06/05/2026,2026.0,L,23,14,6,9,66.7,1,2,50.0,1,2,50.0,0,1,1,3,1,2,3,2,-3
Maya Caldwell,MIN,MIN vs. GSV,06/04/2026,2026.0,W,12,5,1,2,50.0,1,1,100.0,2,2,100.0,1,1,2,1,1,1,1,1,3
Madina Okot,ATL,ATL @ IND,06/04/2026,2026.0,L,9,7,3,5,60.0,0,0,0.0,1,2,50.0,2,1,3,0,0,1,0,1,3
Anastasiia Olairi Kosu,MIN,MIN vs. GSV,06/04/2026,2026.0,W,13,8,2,4,50.0,0,0,0.0,4,4,100.0,1,3,4,0,0,0,0,0,-4
Kaitlyn Chen,GSV,GSV @ MIN,06/04/2026,2026.0,L,14,5,2,4,50.0,1,2,50.0,0,0,0.0,0,1,1,5,0,0,1,0,-1
Sophie Cunningham,IND,IND vs. ATL,06/04/2026,2026.0,W,19,8,2,4,50.0,2,3,66.7,2,2,100.0,1,1,2,0,0,0,1,1,11
Kaila Charles,GSV,GSV @ MIN,06/04/2026,2026.0,L,15,0,0,2,0.0,0,1,0.0,0,0,0.0,1,1,2,0,2,1,0,3,4
Lexie Hull,IND,IND vs. ATL,06/04/2026,2026.0,W,20,4,1,2,50.0,0,1,0.0,2,2,100.0,0,2,2,0,0,1,1,0,-7
Monique Billings,IND,IND vs. ATL,06/04/2026,2026.0,W,13,0,0,2,0.0,0,1,0.0,0,0,0.0,2,3,5,0,0,1,0,2,-5
Indya Nivar,ATL,ATL @ IND,06/04/2026,2026.0,L,1,1,0,0,0.0,0,0,0.0,1,2,50.0,0,0,0,0,0,0,0,0,1
Te-Hina Paopao,ATL,ATL @ IND,06/04/2026,2026.0,L,16,0,0,3,0.0,0,2,0.0,0,0,0.0,1,1,2,1,1,0,1,0,-10
Isobel Borlase,ATL,ATL @ IND,06/04/2026,2026.0,L,7,4,2,3,66.7,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,1,-3
Sika Kone,ATL,ATL @ IND,06/04/2026,2026.0,L,1,2,0,0,0.0,0,0,0.0,2,2,100.0,0,1,1,0,0,0,0,0,1
Makayla Timpson,IND,IND vs. ATL,06/04/2026,2026.0,W,14,0,0,0,0.0,0,0,0.0,0,0,0.0,1,2,3,0,0,0,1,3,12
Teaira McCowan,MIN,MIN vs. GSV,06/04/2026,2026.0,W,2,0,0,1,0.0,0,0,0.0,0,0,0.0,2,0,2,0,0,0,0,1,-1
Juste Jocyte,GSV,GSV @ MIN,06/04/2026,2026.0,L,7,0,0,4,0.0,0,2,0.0,0,0,0.0,0,0,0,0,0,0,0,1,2
Aaliyah Nye,ATL,ATL @ IND,06/04/2026,2026.0,L,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,1
Antonia Delaere,MIN,MIN vs. GSV,06/04/2026,2026.0,W,13,0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,1,0,-7
Veronica Burton,GSV,GSV @ MIN,06/04/2026,2026.0,L,26,8,3,8,37.5,0,2,0.0,2,2,100.0,1,1,2,3,0,1,1,4,-2
Kayla Thornton,GSV,GSV @ MIN,06/04/2026,2026.0,L,21,9,3,9,33.3,1,4,25.0,2,2,100.0,2,3,5,0,0,0,0,0,-8
Angel Reese,ATL,ATL @ IND,06/04/2026,2026.0,L,31,11,4,9,44.4,0,1,0.0,3,4,75.0,4,6,10,3,0,2,4,4,-8
Raven Johnson,IND,IND vs. ATL,06/04/2026,2026.0,W,23,5,2,5,40.0,1,1,100.0,0,0,0.0,0,2,2,3,2,0,1,2,15
Courtney Williams,MIN,MIN vs. GSV,06/04/2026,2026.0,W,34,17,8,18,44.4,0,3,0.0,1,2,50.0,1,6,7,3,1,0,3,2,0
Kiah Stokes,GSV,GSV @ MIN,06/04/2026,2026.0,L,21,7,3,5,60.0,1,2,50.0,0,0,0.0,0,3,3,1,0,3,0,1,-14
Aliyah Boston,IND,IND vs. ATL,06/04/2026,2026.0,W,31,19,6,12,50.0,3,4,75.0,4,4,100.0,0,7,7,2,0,3,4,5,8
Caitlin Clark,IND,IND vs. ATL,06/04/2026,2026.0,W,31,17,6,17,35.3,2,8,25.0,3,4,75.0,0,7,7,8,0,1,3,4,2
Kelsey Mitchell,IND,IND vs. ATL,06/04/2026,2026.0,W,33,25,11,15,73.3,3,4,75.0,0,1,0.0,0,0,0,2,2,0,1,0,14
Janelle Salaun,GSV,GSV @ MIN,06/04/2026,2026.0,L,19,17,6,11,54.5,5,8,62.5,0,0,0.0,0,5,5,3,0,1,1,3,11
Kayla McBride,MIN,MIN vs. GSV,06/04/2026,2026.0,W,32,14,4,13,30.8,3,6,50.0,3,3,100.0,2,6,8,2,2,0,2,0,-1
Cecilia Zandalasini,GSV,GSV @ MIN,06/04/2026,2026.0,L,27,18,5,14,35.7,4,11,36.4,4,4,100.0,1,2,3,3,1,0,2,2,-1
Jordin Canada,ATL,ATL @ IND,06/04/2026,2026.0,L,32,13,4,12,33.3,2,5,40.0,3,4,75.0,0,3,3,7,2,0,3,6,-11
Olivia Miles,MIN,MIN vs. GSV,06/04/2026,2026.0,W,28,28,9,16,56.3,8,11,72.7,2,2,100.0,0,4,4,7,0,3,1,5,14
Tiffany Hayes,GSV,GSV @ MIN,06/04/2026,2026.0,L,25,15,6,9,66.7,1,1,100.0,2,2,100.0,1,4,5,3,1,0,1,2,1
Naz Hillmon,ATL,ATL @ IND,06/04/2026,2026.0,L,28,12,3,8,37.5,2,4,50.0,4,4,100.0,2,3,5,1,1,0,0,2,-14
Nia Coffey,MIN,MIN vs. GSV,06/04/2026,2026.0,W,35,3,1,6,16.7,1,4,25.0,0,0,0.0,2,4,6,5,0,3,2,3,3
Gabby Williams,GSV,GSV @ MIN,06/04/2026,2026.0,L,25,5,2,10,20.0,1,4,25.0,0,0,0.0,3,2,5,3,2,1,1,2,-7
Allisha Gray,ATL,ATL @ IND,06/04/2026,2026.0,L,36,13,5,18,27.8,0,4,0.0,3,3,100.0,0,1,1,2,2,0,1,3,-11
Rhyne Howard,ATL,ATL @ IND,06/04/2026,2026.0,L,37,8,2,9,22.2,2,5,40.0,2,3,66.7,0,4,4,0,3,0,2,2,-9
Myisha Hines-Allen,IND,IND vs. ATL,06/04/2026,2026.0,W,16,5,2,6,33.3,0,3,0.0,1,2,50.0,2,5,7,1,2,1,2,5,10
Natasha Howard,MIN,MIN vs. GSV,06/04/2026,2026.0,W,30,12,4,12,33.3,0,0,0.0,4,6,66.7,5,5,10,0,0,0,2,3,8
Rebekah Gardner,NYL,NYL vs. TOR,06/03/2026,2026.0,W,15,0,0,4,0.0,0,1,0.0,0,0,0.0,2,1,3,3,1,0,0,0,-4
Mackenzie Holmes,SEA,SEA vs. PHX,06/03/2026,2026.0,L,19,4,2,5,40.0,0,1,0.0,0,0,0.0,1,5,6,1,1,1,0,2,-8
Maria Conde,TOR,TOR @ NYL,06/03/2026,2026.0,L,21,7,2,5,40.0,1,2,50.0,2,2,100.0,1,5,6,1,0,0,0,1,-1
Jade Melbourne,SEA,SEA vs. PHX,06/03/2026,2026.0,L,13,5,1,1,100.0,1,1,100.0,2,2,100.0,0,4,4,2,1,0,1,3,-4
Jordan Horston,SEA,SEA vs. PHX,06/03/2026,2026.0,L,21,5,2,5,40.0,1,4,25.0,0,0,0.0,1,4,5,1,0,1,2,1,-4
Zia Cooke,SEA,SEA vs. PHX,06/03/2026,2026.0,L,14,9,4,9,44.4,1,3,33.3,0,0,0.0,0,1,1,0,1,0,2,1,-9
Lexi Held,PHX,PHX @ SEA,06/03/2026,2026.0,W,13,0,0,3,0.0,0,2,0.0,0,0,0.0,0,2,2,2,2,1,1,1,7
Katie Lou Samuelson,SEA,SEA vs. PHX,06/03/2026,2026.0,L,17,3,1,7,14.3,1,5,20.0,0,0,0.0,0,2,2,1,1,0,1,1,-2
Valeriane Ayayi,PHX,PHX @ SEA,06/03/2026,2026.0,W,4,1,0,2,0.0,0,0,0.0,1,2,50.0,3,0,3,1,0,0,0,1,2
Jovana Nogic,PHX,PHX @ SEA,06/03/2026,2026.0,W,12,4,1,2,50.0,0,1,0.0,2,2,100.0,0,2,2,2,0,0,0,1,-4
Han Xu,NYL,NYL vs. TOR,06/03/2026,2026.0,W,10,4,2,2,100.0,0,0,0.0,0,0,0.0,0,2,2,1,0,0,0,0,4
