Player,Team,Match Up,Game Date,Season,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
Sabrina Ionescu,NYL,NYL @ TOR,07/12/2026,2025.0,L,33,28,9,18,50.0,3,7,42.9,7,8,87.5,1,3,4,8,3,0,1,3,-3
Tyasha Harris,IND,IND @ LVA,07/12/2026,2026.0,W,23,10,3,5,60.0,2,4,50.0,2,2,100.0,0,2,2,2,1,0,0,3,35
Jordan Horston,SEA,SEA @ WAS,07/12/2026,2026.0,L,15,4,1,2,50.0,0,0,0.0,2,2,100.0,0,3,3,0,1,0,1,4,-2
Cotie McMahon,WAS,WAS vs. SEA,07/12/2026,2026.0,W,14,4,2,6,33.3,0,2,0.0,0,1,0.0,0,1,1,2,1,0,1,0,-5
Betnijah Laney-Hamilton,NYL,NYL @ TOR,07/12/2026,2026.0,L,16,6,3,4,75.0,0,1,0.0,0,0,0.0,1,2,3,1,0,0,4,2,-5
Gabriela Jaquez,CHI,CHI @ DAL,07/12/2026,2026.0,L,17,8,3,7,42.9,0,1,0.0,2,2,100.0,1,1,2,0,0,0,0,1,-5
Makayla Timpson,IND,IND @ LVA,07/12/2026,2026.0,W,19,6,1,3,33.3,0,0,0.0,4,4,100.0,1,2,3,2,0,0,0,3,24
Alicia Florez,WAS,WAS vs. SEA,07/12/2026,2026.0,W,18,4,1,5,20.0,0,1,0.0,2,2,100.0,0,2,2,4,1,0,1,2,0
Dana Evans,LVA,LVA vs. IND,07/12/2026,2026.0,L,18,8,2,8,25.0,2,4,50.0,2,2,100.0,0,2,2,1,0,0,1,1,-34
Georgia Amoore,WAS,WAS vs. SEA,07/12/2026,2026.0,W,22,4,2,7,28.6,0,4,0.0,0,0,0.0,0,3,3,4,1,0,3,2,6
Jade Melbourne,SEA,SEA @ WAS,07/12/2026,2026.0,L,30,9,3,7,42.9,0,2,0.0,3,6,50.0,1,0,1,2,1,0,2,3,-7
Courtney Vandersloot,CHI,CHI @ DAL,07/12/2026,2026.0,L,20,9,3,8,37.5,1,1,100.0,2,2,100.0,0,1,1,3,0,0,0,1,6
Jewell Loyd,LVA,LVA vs. IND,07/12/2026,2026.0,L,28,8,2,6,33.3,0,3,0.0,4,4,100.0,1,1,2,3,1,0,0,3,-30
Monique Billings,IND,IND @ LVA,07/12/2026,2026.0,W,25,10,3,6,50.0,1,1,100.0,3,3,100.0,2,3,5,0,0,0,1,1,9
Marine Johannes,NYL,NYL @ TOR,07/12/2026,2026.0,L,22,7,3,9,33.3,1,5,20.0,0,0,0.0,2,1,3,2,2,0,3,2,-12
NaLyssa Smith,LVA,LVA vs. IND,07/12/2026,2026.0,L,21,9,4,7,57.1,0,0,0.0,1,4,25.0,2,3,5,1,0,1,0,2,-10
Chelsea Gray,LVA,LVA vs. IND,07/12/2026,2026.0,L,30,9,3,8,37.5,1,3,33.3,2,2,100.0,1,1,2,6,1,0,5,2,-13
Maria Conde,TOR,TOR vs. NYL,07/12/2026,2026.0,W,34,15,5,11,45.5,3,7,42.9,2,2,100.0,0,2,2,2,2,1,1,4,14
Jackie Young,LVA,LVA vs. IND,07/12/2026,2026.0,L,32,15,4,8,50.0,1,2,50.0,6,6,100.0,0,1,1,3,0,0,1,3,-17
Natasha Cloud,CHI,CHI @ DAL,07/12/2026,2026.0,L,32,15,5,8,62.5,0,2,0.0,5,5,100.0,0,2,2,3,0,0,2,3,-1
Isabelle Harrison,TOR,TOR vs. NYL,07/12/2026,2026.0,W,23,9,4,9,44.4,1,2,50.0,0,0,0.0,0,7,7,0,1,1,4,6,-15
Awa Fam,SEA,SEA @ WAS,07/12/2026,2026.0,L,32,5,2,9,22.2,1,6,16.7,0,0,0.0,3,6,9,2,0,2,3,2,-2
Lauren Betts,WAS,WAS vs. SEA,07/12/2026,2026.0,W,16,11,4,8,50.0,0,0,0.0,3,3,100.0,0,2,2,3,2,1,1,1,9
Julie Allemand,TOR,TOR vs. NYL,07/12/2026,2026.0,W,34,4,2,4,50.0,0,2,0.0,0,0,0.0,0,5,5,10,2,0,1,2,-3
Jonquel Jones,NYL,NYL @ TOR,07/12/2026,2026.0,L,31,10,3,8,37.5,1,5,20.0,3,4,75.0,3,7,10,0,0,1,2,2,-12
Arike Ogunbowale,DAL,DAL vs. CHI,07/12/2026,2026.0,W,30,17,6,14,42.9,2,6,33.3,3,4,75.0,1,2,3,1,1,0,1,0,1
Sydney Taylor,CHI,CHI @ DAL,07/12/2026,2026.0,L,26,20,9,20,45.0,2,8,25.0,0,1,0.0,0,1,1,2,0,0,0,1,10
Pauline Astier,NYL,NYL @ TOR,07/12/2026,2026.0,L,25,14,5,8,62.5,0,1,0.0,4,4,100.0,0,3,3,2,3,0,4,5,14
Nyara Sabally,TOR,TOR vs. NYL,07/12/2026,2026.0,W,26,13,5,9,55.6,0,1,0.0,3,3,100.0,3,4,7,1,2,0,2,3,7
Li Yueru,DAL,DAL vs. CHI,07/12/2026,2026.0,W,23,10,4,6,66.7,1,3,33.3,1,1,100.0,2,8,10,0,1,1,0,1,17
Caitlin Clark,IND,IND @ LVA,07/12/2026,2026.0,W,24,12,5,11,45.5,1,5,20.0,1,2,50.0,0,7,7,6,0,0,4,3,6
Sophie Cunningham,IND,IND @ LVA,07/12/2026,2026.0,W,23,20,7,9,77.8,6,7,85.7,0,0,0.0,0,0,0,1,0,0,0,2,30
Han Xu,NYL,NYL @ TOR,07/12/2026,2026.0,L,19,4,2,7,28.6,0,4,0.0,0,0,0.0,0,1,1,1,0,1,1,0,1
Elizabeth Williams,CHI,CHI @ DAL,07/12/2026,2026.0,L,11,6,2,3,66.7,0,0,0.0,2,2,100.0,1,1,2,0,0,0,0,2,3
Maddy Siegrist,DAL,DAL vs. CHI,07/12/2026,2026.0,W,9,5,2,2,100.0,1,1,100.0,0,0,0.0,0,0,0,1,0,0,0,1,-1
Raven Johnson,IND,IND @ LVA,07/12/2026,2026.0,W,3,5,2,2,100.0,1,1,100.0,0,0,0.0,0,1,1,0,0,0,0,0,8
Natisha Hiedeman,SEA,SEA @ WAS,07/12/2026,2025.0,L,33,31,14,24,58.3,2,5,40.0,1,1,100.0,0,3,3,3,3,0,4,1,3
Rebekah Gardner,NYL,NYL @ TOR,07/12/2026,2026.0,L,2,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,-7
Ornella Bankole,TOR,TOR vs. NYL,07/12/2026,2026.0,W,2,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,-5
Angela Dugalic,WAS,WAS vs. SEA,07/12/2026,2026.0,W,2,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,-1
Aziaha James,DAL,DAL vs. CHI,07/12/2026,2026.0,W,6,0,0,3,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,7
Grace VanSlooten,IND,IND @ LVA,07/12/2026,2026.0,W,3,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,8
Sug Sutton,DAL,DAL vs. CHI,07/12/2026,2026.0,W,2,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,1,1,-3
Damiris Dantas,IND,IND @ LVA,07/12/2026,2026.0,W,2,0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,5
Jacy Sheldon,CHI,CHI @ DAL,07/12/2026,2026.0,L,14,0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,1,0,0,0,1,-21
Lexie Hull,IND,IND @ LVA,07/12/2026,2026.0,W,20,0,0,2,0.0,0,2,0.0,0,0,0.0,1,1,2,0,0,0,1,1,10
Alysha Clark,DAL,DAL vs. CHI,07/12/2026,2026.0,W,6,2,1,2,50.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,2,-1
Awak Kuier,DAL,DAL vs. CHI,07/12/2026,2026.0,W,8,0,0,1,0.0,0,1,0.0,0,0,0.0,0,2,2,0,0,0,0,0,-11
Cheyenne Parker-Tyus,LVA,LVA vs. IND,07/12/2026,2026.0,L,4,0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,0,1,-3
Anneli Maley,NYL,NYL @ TOR,07/12/2026,2026.0,L,11,0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,0,3,18
Stephanie Talbot,LVA,LVA vs. IND,07/12/2026,2026.0,L,13,0,0,1,0.0,0,1,0.0,0,0,0.0,1,1,2,1,0,0,1,2,-8
Alanna Smith,DAL,DAL vs. CHI,07/12/2026,2026.0,W,6,2,1,3,33.3,0,0,0.0,0,1,0.0,0,1,1,0,0,0,0,0,-5
Raquel Carrera,NYL,NYL @ TOR,07/12/2026,2026.0,L,7,0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,1,1,1,7
Maddy Westbeld,CHI,CHI @ DAL,07/12/2026,2026.0,L,8,0,0,1,0.0,0,1,0.0,0,0,0.0,1,1,2,1,0,0,0,0,-2
Tima Pouye,TOR,TOR vs. NYL,07/12/2026,2026.0,W,10,2,1,4,25.0,0,1,0.0,0,0,0.0,0,2,2,0,0,0,3,3,-2
Katie Lou Samuelson,SEA,SEA @ WAS,07/12/2026,2026.0,L,12,3,1,2,50.0,1,2,50.0,0,0,0.0,0,0,0,0,0,0,1,0,-5
Zia Cooke,SEA,SEA @ WAS,07/12/2026,2026.0,L,8,3,1,4,25.0,0,0,0.0,1,1,100.0,1,0,1,0,0,0,0,1,1
Kia Nurse,TOR,TOR vs. NYL,07/12/2026,2026.0,W,5,2,1,2,50.0,0,0,0.0,0,0,0.0,1,0,1,1,0,0,0,1,-4
Cassandre Prosper,WAS,WAS vs. SEA,07/12/2026,2026.0,W,10,3,1,2,50.0,1,2,50.0,0,0,0.0,0,0,0,1,0,0,1,2,2
Rachel Banham,CHI,CHI @ DAL,07/12/2026,2026.0,L,11,3,1,2,50.0,1,2,50.0,0,0,0.0,0,0,0,1,0,0,0,1,-4
Brianna Turner,LVA,LVA vs. IND,07/12/2026,2026.0,L,11,4,2,2,100.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,2,-18
Mackenzie Holmes,SEA,SEA @ WAS,07/12/2026,2026.0,L,3,2,1,1,100.0,0,0,0.0,0,0,0.0,2,1,3,0,0,0,0,2,6
Justine Pissott,LVA,LVA vs. IND,07/12/2026,2026.0,L,14,2,1,5,20.0,0,3,0.0,0,0,0.0,0,1,1,0,0,1,0,1,-24
Michaela Onyenwere,WAS,WAS vs. SEA,07/12/2026,2026.0,W,24,0,0,3,0.0,0,1,0.0,0,0,0.0,2,0,2,2,0,1,2,4,10
Stefanie Dolson,SEA,SEA @ WAS,07/12/2026,2026.0,L,14,3,1,2,50.0,1,1,100.0,0,0,0.0,1,0,1,0,1,0,2,5,-10
Flau'jae Johnson,SEA,SEA @ WAS,07/12/2026,2026.0,L,31,9,2,9,22.2,0,2,0.0,5,6,83.3,0,7,7,3,4,0,2,2,-4
Odyssey Sims,DAL,DAL vs. CHI,07/12/2026,2026.0,W,6,3,1,2,50.0,1,2,50.0,0,0,0.0,0,0,0,1,0,0,1,2,-5
Azzi Fudd,DAL,DAL vs. CHI,07/12/2026,2026.0,W,35,16,5,14,35.7,3,8,37.5,3,3,100.0,0,1,1,3,2,1,0,1,2
Maria Conde,TOR,TOR vs. NYL,07/12/2026,2025.0,W,34,15,5,11,45.5,3,7,42.9,2,2,100.0,0,2,2,2,2,1,1,4,14
Natasha Cloud,CHI,CHI @ DAL,07/12/2026,2025.0,L,32,15,5,8,62.5,0,2,0.0,5,5,100.0,0,2,2,3,0,0,2,3,-1
Isabelle Harrison,TOR,TOR vs. NYL,07/12/2026,2025.0,W,23,9,4,9,44.4,1,2,50.0,0,0,0.0,0,7,7,0,1,1,4,6,-15
Awa Fam,SEA,SEA @ WAS,07/12/2026,2025.0,L,32,5,2,9,22.2,1,6,16.7,0,0,0.0,3,6,9,2,0,2,3,2,-2
Lauren Betts,WAS,WAS vs. SEA,07/12/2026,2025.0,W,16,11,4,8,50.0,0,0,0.0,3,3,100.0,0,2,2,3,2,1,1,1,9
Julie Allemand,TOR,TOR vs. NYL,07/12/2026,2025.0,W,34,4,2,4,50.0,0,2,0.0,0,0,0.0,0,5,5,10,2,0,1,2,-3
Jonquel Jones,NYL,NYL @ TOR,07/12/2026,2025.0,L,31,10,3,8,37.5,1,5,20.0,3,4,75.0,3,7,10,0,0,1,2,2,-12
Arike Ogunbowale,DAL,DAL vs. CHI,07/12/2026,2025.0,W,30,17,6,14,42.9,2,6,33.3,3,4,75.0,1,2,3,1,1,0,1,0,1
Sydney Taylor,CHI,CHI @ DAL,07/12/2026,2025.0,L,26,20,9,20,45.0,2,8,25.0,0,1,0.0,0,1,1,2,0,0,0,1,10
Aliyah Boston,IND,IND @ LVA,07/12/2026,2025.0,W,29,19,9,14,64.3,1,3,33.3,0,0,0.0,1,10,11,4,3,1,1,2,16
Pauline Astier,NYL,NYL @ TOR,07/12/2026,2025.0,L,25,14,5,8,62.5,0,1,0.0,4,4,100.0,0,3,3,2,3,0,4,5,14
Nyara Sabally,TOR,TOR vs. NYL,07/12/2026,2025.0,W,26,13,5,9,55.6,0,1,0.0,3,3,100.0,3,4,7,1,2,0,2,3,7
Li Yueru,DAL,DAL vs. CHI,07/12/2026,2025.0,W,23,10,4,6,66.7,1,3,33.3,1,1,100.0,2,8,10,0,1,1,0,1,17
Sophie Cunningham,IND,IND @ LVA,07/12/2026,2025.0,W,23,20,7,9,77.8,6,7,85.7,0,0,0.0,0,0,0,1,0,0,0,2,30
Flau'jae Johnson,SEA,SEA @ WAS,07/12/2026,2025.0,L,31,9,2,9,22.2,0,2,0.0,5,6,83.3,0,7,7,3,4,0,2,2,-4
Azzi Fudd,DAL,DAL vs. CHI,07/12/2026,2025.0,W,35,16,5,14,35.7,3,8,37.5,3,3,100.0,0,1,1,3,2,1,0,1,2
Chelsea Gray,LVA,LVA vs. IND,07/12/2026,2025.0,L,30,9,3,8,37.5,1,3,33.3,2,2,100.0,1,1,2,6,1,0,5,2,-13
Sonia Citron,WAS,WAS vs. SEA,07/12/2026,2025.0,W,33,19,7,13,53.8,1,4,25.0,4,5,80.0,0,4,4,1,3,0,3,2,2
Kiki Iriafen,WAS,WAS vs. SEA,07/12/2026,2025.0,W,29,12,4,10,40.0,1,1,100.0,3,5,60.0,6,7,13,3,1,0,0,2,-5
Kamilla Cardoso,CHI,CHI @ DAL,07/12/2026,2025.0,L,29,12,6,12,50.0,0,0,0.0,0,0,0.0,2,11,13,2,1,1,1,2,-8
Laura Juskaite,TOR,TOR vs. NYL,07/12/2026,2025.0,W,31,18,7,8,87.5,2,3,66.7,2,2,100.0,1,3,4,3,3,0,6,5,12
Jessica Shepard,DAL,DAL vs. CHI,07/12/2026,2025.0,W,34,19,9,13,69.2,0,0,0.0,1,2,50.0,4,6,10,5,0,0,1,1,10
Dominique Malonga,SEA,SEA @ WAS,07/12/2026,2025.0,L,22,10,4,10,40.0,0,1,0.0,2,2,100.0,8,7,15,2,2,2,4,5,-5
Breanna Stewart,NYL,NYL @ TOR,07/12/2026,2025.0,L,34,22,8,21,38.1,0,3,0.0,6,6,100.0,3,5,8,2,2,1,1,1,-11
Kelsey Mitchell,IND,IND @ LVA,07/12/2026,2025.0,W,30,27,8,16,50.0,3,8,37.5,8,8,100.0,0,3,3,3,2,0,2,1,19
A'ja Wilson,LVA,LVA vs. IND,07/12/2026,2025.0,L,31,20,9,23,39.1,0,1,0.0,2,2,100.0,4,8,12,2,1,2,3,2,-13
Shakira Austin,WAS,WAS vs. SEA,07/12/2026,2025.0,W,33,27,10,18,55.6,2,4,50.0,5,7,71.4,1,4,5,3,1,1,3,2,7
Azura Stevens,CHI,CHI @ DAL,07/12/2026,2025.0,L,32,18,7,13,53.8,3,6,50.0,1,1,100.0,1,12,13,3,2,0,3,4,-3
Marina Mabrey,TOR,TOR vs. NYL,07/12/2026,2025.0,W,35,30,9,19,47.4,3,8,37.5,9,11,81.8,0,2,2,5,0,1,6,3,6
Paige Bueckers,DAL,DAL vs. CHI,07/12/2026,2025.0,W,36,22,7,15,46.7,1,3,33.3,7,8,87.5,0,6,6,11,0,1,1,4,14
Sonia Citron,WAS,WAS vs. SEA,07/12/2026,2026.0,W,33,19,7,13,53.8,1,4,25.0,4,5,80.0,0,4,4,1,3,0,3,2,2
Jackie Young,LVA,LVA vs. IND,07/12/2026,2025.0,L,32,15,4,8,50.0,1,2,50.0,6,6,100.0,0,1,1,3,0,0,1,3,-17
Caitlin Clark,IND,IND @ LVA,07/12/2026,2025.0,W,24,12,5,11,45.5,1,5,20.0,1,2,50.0,0,7,7,6,0,0,4,3,6
Tyasha Harris,IND,IND @ LVA,07/12/2026,2025.0,W,23,10,3,5,60.0,2,4,50.0,2,2,100.0,0,2,2,2,1,0,0,3,35
Sabrina Ionescu,NYL,NYL @ TOR,07/12/2026,2026.0,L,33,28,9,18,50.0,3,7,42.9,7,8,87.5,1,3,4,8,3,0,1,3,-3
Kiki Iriafen,WAS,WAS vs. SEA,07/12/2026,2026.0,W,29,12,4,10,40.0,1,1,100.0,3,5,60.0,6,7,13,3,1,0,0,2,-5
NaLyssa Smith,LVA,LVA vs. IND,07/12/2026,2025.0,L,21,9,4,7,57.1,0,0,0.0,1,4,25.0,2,3,5,1,0,1,0,2,-10
Laura Juskaite,TOR,TOR vs. NYL,07/12/2026,2026.0,W,31,18,7,8,87.5,2,3,66.7,2,2,100.0,1,3,4,3,3,0,6,5,12
Jessica Shepard,DAL,DAL vs. CHI,07/12/2026,2026.0,W,34,19,9,13,69.2,0,0,0.0,1,2,50.0,4,6,10,5,0,0,1,1,10
Dominique Malonga,SEA,SEA @ WAS,07/12/2026,2026.0,L,22,10,4,10,40.0,0,1,0.0,2,2,100.0,8,7,15,2,2,2,4,5,-5
Breanna Stewart,NYL,NYL @ TOR,07/12/2026,2026.0,L,34,22,8,21,38.1,0,3,0.0,6,6,100.0,3,5,8,2,2,1,1,1,-11
Kelsey Mitchell,IND,IND @ LVA,07/12/2026,2026.0,W,30,27,8,16,50.0,3,8,37.5,8,8,100.0,0,3,3,3,2,0,2,1,19
A'ja Wilson,LVA,LVA vs. IND,07/12/2026,2026.0,L,31,20,9,23,39.1,0,1,0.0,2,2,100.0,4,8,12,2,1,2,3,2,-13
Shakira Austin,WAS,WAS vs. SEA,07/12/2026,2026.0,W,33,27,10,18,55.6,2,4,50.0,5,7,71.4,1,4,5,3,1,1,3,2,7
Azura Stevens,CHI,CHI @ DAL,07/12/2026,2026.0,L,32,18,7,13,53.8,3,6,50.0,1,1,100.0,1,12,13,3,2,0,3,4,-3
Marina Mabrey,TOR,TOR vs. NYL,07/12/2026,2026.0,W,35,30,9,19,47.4,3,8,37.5,9,11,81.8,0,2,2,5,0,1,6,3,6
Paige Bueckers,DAL,DAL vs. CHI,07/12/2026,2026.0,W,36,22,7,15,46.7,1,3,33.3,7,8,87.5,0,6,6,11,0,1,1,4,14
Aliyah Boston,IND,IND @ LVA,07/12/2026,2026.0,W,29,19,9,14,64.3,1,3,33.3,0,0,0.0,1,10,11,4,3,1,1,2,16
Natisha Hiedeman,SEA,SEA @ WAS,07/12/2026,2026.0,L,33,31,14,24,58.3,2,5,40.0,1,1,100.0,0,3,3,3,3,0,4,1,3
Kamilla Cardoso,CHI,CHI @ DAL,07/12/2026,2026.0,L,29,12,6,12,50.0,0,0,0.0,0,0,0.0,2,11,13,2,1,1,1,2,-8
Han Xu,NYL,NYL @ TOR,07/12/2026,2025.0,L,19,4,2,7,28.6,0,4,0.0,0,0,0.0,0,1,1,1,0,1,1,0,1
Alicia Florez,WAS,WAS vs. SEA,07/12/2026,2025.0,W,18,4,1,5,20.0,0,1,0.0,2,2,100.0,0,2,2,4,1,0,1,2,0
Monique Billings,IND,IND @ LVA,07/12/2026,2025.0,W,25,10,3,6,50.0,1,1,100.0,3,3,100.0,2,3,5,0,0,0,1,1,9
Jewell Loyd,LVA,LVA vs. IND,07/12/2026,2025.0,L,28,8,2,6,33.3,0,3,0.0,4,4,100.0,1,1,2,3,1,0,0,3,-30
Courtney Vandersloot,CHI,CHI @ DAL,07/12/2026,2025.0,L,20,9,3,8,37.5,1,1,100.0,2,2,100.0,0,1,1,3,0,0,0,1,6
Jade Melbourne,SEA,SEA @ WAS,07/12/2026,2025.0,L,30,9,3,7,42.9,0,2,0.0,3,6,50.0,1,0,1,2,1,0,2,3,-7
Dana Evans,LVA,LVA vs. IND,07/12/2026,2025.0,L,18,8,2,8,25.0,2,4,50.0,2,2,100.0,0,2,2,1,0,0,1,1,-34
Georgia Amoore,WAS,WAS vs. SEA,07/12/2026,2025.0,W,22,4,2,7,28.6,0,4,0.0,0,0,0.0,0,3,3,4,1,0,3,2,6
Makayla Timpson,IND,IND @ LVA,07/12/2026,2025.0,W,19,6,1,3,33.3,0,0,0.0,4,4,100.0,1,2,3,2,0,0,0,3,24
Gabriela Jaquez,CHI,CHI @ DAL,07/12/2026,2025.0,L,17,8,3,7,42.9,0,1,0.0,2,2,100.0,1,1,2,0,0,0,0,1,-5
Betnijah Laney-Hamilton,NYL,NYL @ TOR,07/12/2026,2025.0,L,16,6,3,4,75.0,0,1,0.0,0,0,0.0,1,2,3,1,0,0,4,2,-5
Marine Johannes,NYL,NYL @ TOR,07/12/2026,2025.0,L,22,7,3,9,33.3,1,5,20.0,0,0,0.0,2,1,3,2,2,0,3,2,-12
Cotie McMahon,WAS,WAS vs. SEA,07/12/2026,2025.0,W,14,4,2,6,33.3,0,2,0.0,0,1,0.0,0,1,1,2,1,0,1,0,-5
Jordan Horston,SEA,SEA @ WAS,07/12/2026,2025.0,L,15,4,1,2,50.0,0,0,0.0,2,2,100.0,0,3,3,0,1,0,1,4,-2
Sami Whitcomb,PHX,PHX @ LVA,07/11/2026,2026.0,L,11,0,0,3,0.0,0,3,0.0,0,0,0.0,0,3,3,3,2,0,2,2,-21
DeWanna Bonner,PHX,PHX @ LVA,07/11/2026,2026.0,L,22,2,1,6,16.7,0,4,0.0,0,1,0.0,0,4,4,3,0,0,2,1,-29
Noemie Brochant,PHX,PHX @ LVA,07/11/2026,2026.0,L,20,6,2,3,66.7,2,2,100.0,0,0,0.0,0,1,1,1,0,0,2,2,-13
Pauline Astier,NYL,NYL @ MIN,07/11/2026,2026.0,L,23,4,2,5,40.0,0,1,0.0,0,0,0.0,0,0,0,2,2,0,4,3,-9
Isobel Borlase,ATL,ATL vs. PDX,07/11/2026,2026.0,L,18,4,1,5,20.0,0,2,0.0,2,2,100.0,0,1,1,3,0,1,2,1,-1
Kahleah Copper,PHX,PHX @ LVA,07/11/2026,2026.0,L,29,9,4,14,28.6,1,6,16.7,0,0,0.0,0,4,4,0,0,0,3,3,-41
Kierstan Bell,LVA,LVA vs. PHX,07/11/2026,2026.0,W,17,3,1,6,16.7,1,5,20.0,0,0,0.0,0,3,3,4,0,0,1,1,14
Antonia Delaere,MIN,MIN vs. NYL,07/11/2026,2026.0,W,7,6,2,3,66.7,1,2,50.0,1,1,100.0,1,0,1,1,1,0,0,0,4
Han Xu,NYL,NYL @ MIN,07/11/2026,2026.0,L,18,8,3,4,75.0,2,3,66.7,0,0,0.0,0,1,1,1,0,0,1,0,3
Nyadiew Puoch,PDX,PDX @ ATL,07/11/2026,2026.0,W,25,9,4,8,50.0,1,3,33.3,0,0,0.0,0,0,0,0,1,0,0,3,14
Valeriane Ayayi,PHX,PHX @ LVA,07/11/2026,2026.0,L,31,5,1,5,20.0,0,2,0.0,3,3,100.0,1,6,7,1,0,0,2,2,-33
Marta Suarez,PHX,PHX @ LVA,07/11/2026,2026.0,L,11,5,2,4,50.0,0,1,0.0,1,2,50.0,0,0,0,2,0,0,0,0,-12
Alyssa Thomas,PHX,PHX @ LVA,07/11/2026,2026.0,L,29,7,3,8,37.5,0,0,0.0,1,2,50.0,1,5,6,1,0,0,2,1,-36
Maya Caldwell,MIN,MIN vs. NYL,07/11/2026,2026.0,W,7,5,2,3,66.7,0,0,0.0,1,2,50.0,0,1,1,0,1,0,0,0,9
Betnijah Laney-Hamilton,NYL,NYL @ MIN,07/11/2026,2026.0,L,7,0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,2,0,0,0,0,-9
Brianna Turner,LVA,LVA vs. PHX,07/11/2026,2026.0,W,12,0,0,1,0.0,0,0,0.0,0,0,0.0,2,4,6,0,0,0,0,1,23
Dorka Juhasz,MIN,MIN vs. NYL,07/11/2026,2026.0,W,16,0,0,2,0.0,0,2,0.0,0,0,0.0,1,2,3,1,0,1,1,1,2
Te-Hina Paopao,ATL,ATL vs. PDX,07/11/2026,2026.0,L,6,3,1,1,100.0,1,1,100.0,0,0,0.0,0,0,0,2,0,0,0,1,-4
Rebekah Gardner,NYL,NYL @ MIN,07/11/2026,2026.0,L,14,0,0,5,0.0,0,2,0.0,0,0,0.0,0,1,1,2,1,0,1,2,3
Rebecca Allen,NYL,NYL @ MIN,07/11/2026,2026.0,L,7,0,0,2,0.0,0,2,0.0,0,0,0.0,1,1,2,2,0,0,1,2,-10
Holly Winterburn,PDX,PDX @ ATL,07/11/2026,2026.0,W,13,1,0,2,0.0,0,2,0.0,1,2,50.0,0,0,0,1,0,0,0,1,-5
Raquel Carrera,NYL,NYL @ MIN,07/11/2026,2026.0,L,3,2,1,1,100.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,-5
Eliska Hamzova,MIN,MIN vs. NYL,07/11/2026,2026.0,W,4,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,2,0,0,2,1,-2
Indya Nivar,ATL,ATL vs. PDX,07/11/2026,2026.0,L,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0
Aaliyah Nye,ATL,ATL vs. PDX,07/11/2026,2026.0,L,2,0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,-5
Anastasiia Olairi Kosu,MIN,MIN vs. NYL,07/11/2026,2026.0,W,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,-5
Karlie Samuelson,PDX,PDX @ ATL,07/11/2026,2026.0,W,8,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,1,-6
Frieda Buhner,PDX,PDX @ ATL,07/11/2026,2026.0,W,15,11,4,5,80.0,3,4,75.0,0,0,0.0,0,2,2,0,0,0,1,5,-7
Stephanie Talbot,LVA,LVA vs. PHX,07/11/2026,2026.0,W,24,4,2,5,40.0,0,1,0.0,0,0,0.0,4,3,7,1,1,0,1,0,21
Madina Okot,ATL,ATL vs. PDX,07/11/2026,2026.0,L,22,19,7,14,50.0,0,1,0.0,5,5,100.0,4,4,8,0,0,1,2,1,-13
Sika Kone,ATL,ATL vs. PDX,07/11/2026,2026.0,L,17,11,3,8,37.5,1,4,25.0,4,4,100.0,2,3,5,0,0,0,0,5,-5
Carla Leite,PDX,PDX @ ATL,07/11/2026,2026.0,W,26,13,2,7,28.6,1,3,33.3,8,9,88.9,1,2,3,10,0,0,6,5,-2
Monique Akoa Makani,PHX,PHX @ LVA,07/11/2026,2026.0,L,26,13,5,13,38.5,3,7,42.9,0,0,0.0,0,1,1,1,0,0,3,3,-30
Sabrina Ionescu,NYL,NYL @ MIN,07/11/2026,2026.0,L,35,25,9,20,45.0,3,12,25.0,4,4,100.0,3,5,8,5,2,0,3,0,7
A'ja Wilson,LVA,LVA vs. PHX,07/11/2026,2026.0,W,25,21,8,16,50.0,1,3,33.3,4,4,100.0,3,12,15,3,1,1,1,2,30
